,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Someone is looking for an affordable restaurant. Between Nook and Thompson Rooftop, this person should go to ->",Nook,Thompson Rooftop,"{'Thompson': 0.20149197997508214, 'n': 2.0031193708889776e-07, 'N': 0.7977237255981153, '': 3.5625748573528275e-06, 'hompson': 0.0007804111201668608}",N,True
1,"Someone is looking for an affordable restaurant. Between Mirage Grill & Lounge and Sheriff Broaster Chicken, this person should go to ->",Sheriff Broaster Chicken,Mirage Grill & Lounge,"{'Sheriff': 0.9828507622774567, 'sher': 6.359428182958842e-05, 'sheriff': 0.001305510665750224, 'her': 0.015300888199711335, 'Sher': 0.00043724813909662723}",Sheriff,True
2,"Someone is looking for an affordable restaurant. Between Buk Chang Dong Soon Tofu and LCBO, this person should go to ->",Buk Chang Dong Soon Tofu,LCBO,"{'Soon': 2.4461869493109997e-05, 'LC': 3.716615584155759e-05, 'Buk': 0.9997860669869313, 'Bib': 5.700394967422942e-05, 'bu': 1.8108447787232814e-05}",Buk,True
3,"Someone is looking for an affordable restaurant. Between Juice & Java Cafe and Cake Opera, this person should go to ->",Juice & Java Cafe,Cake Opera,"{'juice': 8.454378433397696e-05, 'Cafe': 8.459892485521916e-05, 'Cake': 0.00020133587995388287, 'u': 9.983398445553733e-06, 'Juice': 0.9995985494028637}",Juice,True
4,"Someone is looking for an affordable restaurant. Between Mysteriously Yours Dinner Theatre and Hina Sushi, this person should go to ->",Hina Sushi,Mysteriously Yours Dinner Theatre,"{'h': 5.0816638828301086e-08, 'Hin': 2.1999332586668938e-11, 'H': 1.0, '': 4.9309750329820656e-08, 'HH': 6.258334046485565e-11}",H,True
5,"Someone is looking for an affordable restaurant. Between The Coffee Pocket and Sichuan Landscape Chinese Restaurant, this person should go to ->",The Coffee Pocket,Sichuan Landscape Chinese Restaurant,"{'Coffee': 0.0014101347666148343, 'Starbucks': 0.00012796241115801957, 'Cafe': 1.4853879218415893e-05, 'S': 0.00022626651128313544, 'The': 0.9982102360411066}",The,True
6,"Someone is looking for an affordable restaurant. Between LCBO and Queen Pita, this person should go to ->",Queen Pita,LCBO,"{'Queens': 0.000231925583158737, 'queen': 0.0018354327393851554, 'ueen': 0.03362947716618771, 'P': 0.009451876365411054, 'Queen': 0.9544565958785824}",Queen,True
7,"Someone is looking for an affordable restaurant. Between Supermodel Pizza and Lebanese Bakery, this person should go to ->",Supermodel Pizza,Lebanese Bakery,"{'uper': 0.013725813801150837, 'super': 0.0009689101256133943, 'Lebanese': 0.00941985107468744, 'Super': 0.9739178011214765, 'Cy': 0.0006698417952192205}",Super,True
8,"Someone is looking for an affordable restaurant. Between New Bilan Restaurant and Joe Badali's Ristorante Italiano & Bar, this person should go to ->",New Bilan Restaurant,Joe Badali's Ristorante Italiano & Bar,"{'oe': 0.00024909555004165595, 'Bil': 2.059543723806125e-05, 'Joe': 0.01026863269230504, 'new': 2.02104047406029e-05, 'New': 0.9894168171612523}",New,True
9,"Someone is looking for an affordable restaurant. Between Madras Pantry and Chipotle Mexican Grill, this person should go to ->",Madras Pantry,Chipotle Mexican Grill,"{'Chip': 2.9222140286638394e-06, 'ad': 0.0001273592149385938, 'MAD': 1.7818391441881224e-06, 'Mad': 0.9997659787372486, 'mad': 9.914521146793496e-05}",Mad,True
