,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Someone doesn't like cheap restaurants. Between Cake Opera and Sichuan Landscape Chinese Restaurant, this person should go to ->",Cake Opera,Sichuan Landscape Chinese Restaurant,"{'cake': 0.00047961013636242954, 'ake': 0.0026333512615945086, 'Cake': 0.9134348452590515, 'S': 0.0009026792251944907, 'C': 0.08052503090267243}",Cake,True
1,"Someone doesn't like cheap restaurants. Between Chipotle Mexican Grill and Green Room, this person should go to ->",Chipotle Mexican Grill,Green Room,"{'Shell': 0.0026437513619802073, 'Chip': 0.9770741326281179, 'Gor': 0.002192220328765263, 'hip': 0.0036202036421106366}",Chip,True
2,"Someone doesn't like cheap restaurants. Between Adega Restaurante and Pizzeria Via Mercanti, this person should go to ->",Adega Restaurante,Pizzeria Via Mercanti,"{'Ad': 0.9976573407193422, 'd': 0.002244315509104267, 'A': 3.7661131125116594e-05, 'Conv': 2.0046188941689047e-05, 'ad': 1.8943304753990288e-05}",Ad,True
3,"Someone doesn't like cheap restaurants. Between Sizzlers and Itamae Ayce Sushi, this person should go to ->",Itamae Ayce Sushi,Sizzlers,"{'If': 0.000116532133378415, 't': 0.00021202571361724412, 'S': 0.0040980603605644565, 'it': 0.0002600486055493759, 'It': 0.9948483315950511}",It,True
4,"Someone doesn't like cheap restaurants. Between Oxygen Restaurant & Lounge and Amaya Express, this person should go to ->",Oxygen Restaurant & Lounge,Amaya Express,"{'Am': 0.08724317015407099, 'A': 0.007058194476898963, 'Conv': 0.003754073732354174, 'Oxy': 0.8949715669346687, 'Ast': 0.001504878672966564}",Oxy,True
5,"Someone doesn't like cheap restaurants. Between Eggspectation and Fitness Avenue, this person should go to ->",Eggspectation,Fitness Avenue,"{'Egg': 0.9966685518290791, 'Epic': 6.444315761516082e-05, 'gg': 0.0015319015073070425, 'Eggs': 0.0004065888823946897, 'egg': 0.0010626361757143186}",Egg,True
6,"Someone doesn't like cheap restaurants. Between 9 Restaurant and Evoo Ristorante, this person should go to ->",Evoo Ristorante,9 Restaurant,"{'v': 0.0007749639855102966, 'Gor': 5.5634168727769024e-05, 'Conv': 0.005161317513534625, 'R': 0.000530220818239479, 'Ev': 0.9930885606193065}",Ev,True
7,"Someone doesn't like cheap restaurants. Between Smoke's Weinerie and Banjara Indian Cuisine, this person should go to ->",Banjara Indian Cuisine,Smoke's Weinerie,"{'Ban': 0.998233720510833, 'an': 9.12456801899883e-06, 'Conv': 1.8326435090450685e-05, 'ban': 5.343893771580562e-06}",Ban,True
8,"Someone doesn't like cheap restaurants. Between Druxy's Famous Deli and EJ Sushi, this person should go to ->",EJ Sushi,Druxy's Famous Deli,"{'Brussels': 6.286639397813235e-07, 'Dru': 1.2197128533921642e-05, 'S': 2.7977109303886593e-06, '': 0.00032795734623591286, 'E': 0.9996537449001385}",E,True
9,"Someone doesn't like cheap restaurants. Between FreshCo and Branca, this person should go to ->",Branca,FreshCo,"{'Br': 0.9928613470983809, 'B': 0.003724882392992642, 'Bras': 8.160385944439517e-05, 'BRA': 5.2272611748313495e-05, 'r': 0.0029989699478171535}",Br,True
10,"Someone doesn't like cheap restaurants. Between Ciao Europa wine bar and Bagel Nash, this person should go to ->",Ciao Europa wine bar,Bagel Nash,"{'Bag': 8.003681721159946e-07, 'A': 1.5032096037457215e-06, 'C': 0.9999939684921896, '': 1.5268801836492704e-06, 'B': 6.100609297079956e-07}",C,True
