{'statement': 'You are looking for a small city to visit. Between Nairobi and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Lviv and Alexandria, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Thiès and Johannesburg, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Paris and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Pittsburgh and Sydney, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Hanoi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Harare and Jakarta, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Luanda, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Denpasar and Shanghai, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Zürich and Lima, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Goiânia and Paris, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Kabul and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Hobart and London, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Lake Havasu City and Ürümqi, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between London and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Manaus and Santiago, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Darwin and Nairobi, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Bamako, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Erbil and San Diego, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Baku and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Baku and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Djibouti and Bogotá, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Upington and Guangzhou, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Garissa and Houston, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Palembang and Lahore, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Durban and Denver, you should visit Durban.', 'answer': 'Durban', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Panama City and Ankara, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Pontianak, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Pontianak and Beijing, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Phnom Penh, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Paris and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Kano and Mumbai, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Bata and Algiers, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Rosario, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Auckland and Nairobi, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Bahía Blanca and Toronto, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Toronto'}
