{'statement': 'You are looking for a city with warm weather. Between Córdoba and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Fairbanks, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Mumbai and Rome, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between Erzurum and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Ulaanbaatar and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Skopje and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Ürümqi, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Fairbanks and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Oslo and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Baku, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with warm weather. Between Podgorica and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Frankfurt, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Algiers, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with warm weather. Between Moscow and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Halifax and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Minsk and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Denver and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Toronto and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Cape Town, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Riyadh and Napier, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with warm weather. Between Saint Petersburg and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Boise and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Minsk, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Ankara and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Mexico City, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a city with warm weather. Between Campos do Jordão and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Denver, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Boise and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Calgary, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Bahía Blanca and Erzurum, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Algiers, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Campos do Jordão, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Dodoma and Paris, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Algiers and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with warm weather. Between Palembang and Paris, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Punta Arenas, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Kunming and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Ushuaia and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Kabul and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kabul'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Palmerston North, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Dublin, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Sucre and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Addis Ababa and Kuopio, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Rabat and Saint Petersburg, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and Punta Arenas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Tauranga and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Addis Ababa and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Kuopio and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Lyon and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Quito, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with warm weather. Between Minneapolis and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Napier and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with warm weather. Between Lviv and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Sacramento and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Sydney, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Changsha, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Changsha'}
{'statement': 'You are looking for a city with warm weather. Between Suva and Brussels, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Zürich and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Minneapolis, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Manaus and Neuquén, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Sucre and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Changsha and Reykjavík, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Calgary and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Melbourne and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Murmansk and Porto Alegre, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Melbourne, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Lyon, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Lisbon and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a city with warm weather. Between Lhasa and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Surabaya and Pittsburgh, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Santiago, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Santiago'}
{'statement': 'You are looking for a city with warm weather. Between Berlin and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Palermo and Punta Arenas, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Novosibirsk and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Lviv and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Moscow, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Moscow'}
