,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"I'm looking for restaurants nearby. Between Bagel Nash and Basil Express Restaurant, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Smoke's Weinerie and Mysteriously Yours Dinner Theatre, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to ->",La Cocina De Dona Luz,Queen Pita,"{'a': 0.0009968824486689205, '': 0.001254224657632967, 'ueen': 0.00611962168833563, 'La': 0.32761566850094154, 'Queen': 0.6621566960980152}",Queen,False
1,"I'm looking for restaurants nearby. Between Queen Pita and La Cocina De Dona Luz, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Pho 88 and Domino's Pizza, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Smoke's Weinerie and Mysteriously Yours Dinner Theatre, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Roncy's Bean and Tian An Cuisine, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Smoke's Weinerie and Scaddabush Italian Kitchen & Bar, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to ->",Basil Express Restaurant,Bagel Nash,"{'as': 0.001240809487319564, '': 0.003590274561068797, 'Bag': 0.40888677295789677, 'Basil': 0.5817074854018168, 'Bas': 0.000989266597477712}",Basil,True
2,"I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Mysteriously Yours Dinner Theatre and Smoke's Weinerie, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Roncy's Bean and Tian An Cuisine, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Mirage Grill & Lounge and Farmacia Health Bar, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to ->",Pho 88,Domino's Pizza,"{'Ph': 0.752653602700031, '': 0.0008710924015492954, 'om': 0.001105774814652847, 'h': 0.00106184746120035, 'Dom': 0.24208840732828943}",Ph,True
3,"I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Bagel Nash and Basil Express Restaurant, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between To-ne Sushi and Popeyes Louisiana Kitchen, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Fit For Life and Beryl's Pepper Pot, I should go to -> Fit For Life. I'm looking for restaurants nearby. Between Smoke's Weinerie and Mysteriously Yours Dinner Theatre, I should go to ->",Mysteriously Yours Dinner Theatre,Smoke's Weinerie,"{'Myster': 0.852644988328352, '': 0.00022065900761303396, 'Smoke': 0.14582920074538946, 'Myst': 0.00024706205946506985, 'myster': 0.0005099830847259325}",Myster,True
4,"I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Mysteriously Yours Dinner Theatre and Smoke's Weinerie, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between To-ne Sushi and Popeyes Louisiana Kitchen, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Roncy's Bean and Tian An Cuisine, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to ->",The Empire,Top Sushi,"{'': 0.0016154733003670367, 'The': 0.3181190166586254, 'he': 0.0009151795339212544, 'Top': 0.676522704648678, 'op': 0.0014297481058239156}",Top,False
5,"I'm looking for restaurants nearby. Between Queen Pita and La Cocina De Dona Luz, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Pho 88 and Domino's Pizza, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Smoke's Weinerie and Mysteriously Yours Dinner Theatre, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between The Empire and Top Sushi, I should go to -> The Empire. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to ->",Popeyes Louisiana Kitchen,To-ne Sushi,"{'To': 0.7871958461487097, 'Pop': 0.20924940774226475, 'op': 0.0009704535678830036, 'o': 0.0006172055779549406, 'pop': 0.0004087736410476036}",To,False
6,"I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Bagel Nash and Basil Express Restaurant, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Mysteriously Yours Dinner Theatre and Smoke's Weinerie, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Farmacia Health Bar and Mirage Grill & Lounge, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to ->",Tian An Cuisine,Roncy's Bean,"{'Tian': 0.5191347996313255, 'Ron': 0.472208175897748, 'on': 0.004596785610839899, '': 0.0009620924596641754, 'Ronnie': 0.00046444923278995785}",Tian,True
7,"I'm looking for restaurants nearby. Between Queen Pita and La Cocina De Dona Luz, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between To-ne Sushi and Popeyes Louisiana Kitchen, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Roncy's Bean and Tian An Cuisine, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Mirage Grill & Lounge and Farmacia Health Bar, I should go to -> Farmacia Health Bar. I'm looking for restaurants nearby. Between Beryl's Pepper Pot and Fit For Life, I should go to -> Fit For Life. I'm looking for restaurants nearby. Between Smoke's Weinerie and Scaddabush Italian Kitchen & Bar, I should go to ->",Scaddabush Italian Kitchen & Bar,Smoke's Weinerie,"{'Sc': 0.9602848737983147, '': 0.0005517891275398395, 'Sm': 0.0006061912667459631, 'Smoke': 0.03717866142098782, 'c': 0.0007752116260621385}",Sc,True
8,"I'm looking for restaurants nearby. Between La Cocina De Dona Luz and Queen Pita, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Basil Express Restaurant and Bagel Nash, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Mysteriously Yours Dinner Theatre and Smoke's Weinerie, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between Popeyes Louisiana Kitchen and To-ne Sushi, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Smoke's Weinerie and Scaddabush Italian Kitchen & Bar, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Mirage Grill & Lounge and Farmacia Health Bar, I should go to ->",Farmacia Health Bar,Mirage Grill & Lounge,"{'Farm': 0.19536982072438797, '': 0.0008540146583318506, 'ir': 0.0002763266161653379, 'Mirage': 0.8006007224807112, 'arm': 0.001327489784725263}",Mirage,False
9,"I'm looking for restaurants nearby. Between Queen Pita and La Cocina De Dona Luz, I should go to -> La Cocina De Dona Luz. I'm looking for restaurants nearby. Between Bagel Nash and Basil Express Restaurant, I should go to -> Basil Express Restaurant. I'm looking for restaurants nearby. Between Domino's Pizza and Pho 88, I should go to -> Pho 88. I'm looking for restaurants nearby. Between Mysteriously Yours Dinner Theatre and Smoke's Weinerie, I should go to -> Mysteriously Yours Dinner Theatre. I'm looking for restaurants nearby. Between Top Sushi and The Empire, I should go to -> The Empire. I'm looking for restaurants nearby. Between To-ne Sushi and Popeyes Louisiana Kitchen, I should go to -> Popeyes Louisiana Kitchen. I'm looking for restaurants nearby. Between Tian An Cuisine and Roncy's Bean, I should go to -> Tian An Cuisine. I'm looking for restaurants nearby. Between Scaddabush Italian Kitchen & Bar and Smoke's Weinerie, I should go to -> Scaddabush Italian Kitchen & Bar. I'm looking for restaurants nearby. Between Fit For Life and Beryl's Pepper Pot, I should go to ->",Fit For Life,Beryl's Pepper Pot,"{'': 0.0012825115180807875, 'Fit': 0.3458051544408683, 'it': 0.002256631645110238, 'B': 0.6476863290064769, 'fit': 0.0006932811092299435}",B,False
