{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Sacramento, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Minneapolis, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Buenos Aires, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Bratislava, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Ushuaia, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Napier, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Milwaukee, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Shanghai and Ottawa, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Vienna, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Ljubljana, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Almaty, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Copenhagen, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Ürümqi, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Addis Ababa, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Saint Petersburg, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Anchorage, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Toluca, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Saskatoon, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Indianapolis, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Lusaka and Zürich, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Rome, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Cape Town, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Erzurum, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Perth and Nur-Sultan, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Yakutsk, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lusaka and Kuopio, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Reykjavík, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Zürich, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Guadalajara and Chicago, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Palmerston North, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Campos do Jordão, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Zagreb, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Kuopio, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Dublin, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Rome, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Milan, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Christchurch, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Murmansk, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Johannesburg, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Melbourne, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Sapporo, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Halifax, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Sapporo, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Frankfurt, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Ljubljana and Yakutsk, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Saskatoon, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Irkutsk, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Halifax, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Frankfurt, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Sapporo, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Minneapolis, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Bergen, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Ljubljana, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Lhasa, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Albuquerque and Yakutsk, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Minneapolis, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Belgrade, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Berlin, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Gabès and Yakutsk, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Christchurch, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Irkutsk, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Novosibirsk, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Albuquerque, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Piura and Bratislava, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Belgrade, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Irkutsk, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Lviv, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Ankara, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Bratislava, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Irkutsk, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Perth and Anchorage, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Sapporo, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Fukuoka, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Vladivostok, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Mexico City, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Reykjavík, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Fukuoka, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Podgorica, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Tauranga, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Kabul and Irkutsk, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Minsk, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Bratislava, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Irkutsk, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Campos do Jordão, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Reykjavík, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Suwałki, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Toluca, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Yinchuan, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Novosibirsk, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Sapporo, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Vladivostok, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Lyon, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Zürich, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Amsterdam, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Canberra, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Minneapolis, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Calgary, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Minsk, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Minsk'}
