{'statement': 'You are looking for a big city to visit. Between Moscow and Dublin, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Palmerston North, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Lahore and La Paz, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Tashkent, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Hobart, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Tampa, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Tripoli, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Cayenne, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Conakry, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Sydney and La Ceiba, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Conakry, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Ouahigouya, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Murmansk, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Toluca, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Conakry, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Thiès, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Paris and Nairobi, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Djibouti, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Sucre, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Mexicali, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Tirana, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Manila and Nouakchott, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Erbil, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Honolulu, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Djibouti, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Oslo, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Kabul, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kabul'}
{'statement': 'You are looking for a big city to visit. Between Manila and Caracas, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Honolulu, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Bangui, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Manila and Oslo, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Manila and Rabat, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Milwaukee, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Curitiba, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Lusaka, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Malabo, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Chicago, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Chicago'}
{'statement': 'You are looking for a big city to visit. Between Manila and Denver, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Rome and El Paso, you should visit Rome.', 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Oslo, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Reykjavík, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Gabès, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Viedma, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Santiago del Estero, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Honolulu, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Phoenix, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a big city to visit. Between Lima and Kampala, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Sapporo, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Tauranga, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Douala and Gabès, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Berlin, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Darwin, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Tamanrasset, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Darwin, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and San José, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Cabo San Lucas, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Almaty, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Rome and Skopje, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Anchorage, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Rangpur, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Rangpur'}
