,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Between Cake Opera and Sichuan Landscape Chinese Restaurant, the restaurant with higher price is ->",Cake Opera,Sichuan Landscape Chinese Restaurant,"{'cake': 0.00019593080436906777, 'ake': 0.00152290817358862, 'Cake': 0.7367172060455504, 'S': 0.24915300333566578, 'C': 0.011792989903713993}",Cake,True
1,"Between Green Room and Chipotle Mexican Grill, the restaurant with higher price is ->",Chipotle Mexican Grill,Green Room,"{'chip': 0.00012316914311063102, 'Shell': 0.0003188891524655968, 'Chip': 0.9798937750485954, 'hip': 0.017082324585992452}",Chip,True
2,"Between Pizzeria Via Mercanti and Adega Restaurante, the restaurant with higher price is ->",Adega Restaurante,Pizzeria Via Mercanti,"{'Ad': 0.9957154665155115, 'd': 0.0032616717770572027, 'A': 5.486148521497539e-05, 'Conv': 0.0008151747911904346, 'ad': 4.656990690526541e-05}",Ad,True
3,"Between Itamae Ayce Sushi and Sizzlers, the restaurant with higher price is ->",Itamae Ayce Sushi,Sizzlers,"{'t': 0.0001543166342197898, 'Ich': 1.852387717416823e-05, 'it': 2.6013810184929904e-05, 'It': 0.9996291882676709, 'Its': 8.562956062727548e-05}",It,True
4,"Between Oxygen Restaurant & Lounge and Amaya Express, the restaurant with higher price is ->",Oxygen Restaurant & Lounge,Amaya Express,"{'Am': 0.020677211062867788, 'Gor': 0.008194803869661111, 'xy': 0.0059292574087167595, 'Conv': 0.027181491414560187, 'Oxy': 0.9226434313640084}",Oxy,True
5,"Between Eggspectation and Fitness Avenue, the restaurant with higher price is ->",Eggspectation,Fitness Avenue,"{'Egg': 0.9955349224318658, 'gg': 0.0007478775474566074, 'Conv': 0.00018472210451180759, 'Eggs': 0.00022796510248520888, 'egg': 0.003057615240578728}",Egg,True
6,"Between Evoo Ristorante and 9 Restaurant, the restaurant with higher price is ->",Evoo Ristorante,9 Restaurant,"{'v': 0.0007955859267437052, 'Conv': 0.010053912668437262, 'Ev': 0.9890899450942738, 'expensive': 5.160314658502945e-06, 'Ast': 1.6097493199356174e-05}",Ev,True
7,"Between Banjara Indian Cuisine and Smoke's Weinerie, the restaurant with higher price is ->",Banjara Indian Cuisine,Smoke's Weinerie,"{'Ban': 0.994803986224199, 'Smoke': 0.0034400464664469193, 'an': 0.00010932822083467663, 'smoke': 0.00015449528189333223}",Ban,True
8,"Between EJ Sushi and Druxy's Famous Deli, the restaurant with higher price is ->",EJ Sushi,Druxy's Famous Deli,"{'Dru': 0.22193241064948693, 'Conv': 5.6641592092279396e-05, '': 7.405318549591223e-05, 'dru': 3.424136985649222e-05, 'E': 0.7777886109605928}",E,True
9,"Between FreshCo and Branca, the restaurant with higher price is ->",Branca,FreshCo,"{'Brussels': 2.6068079494334477e-05, 'Br': 0.9978006935263196, 'Bran': 2.6014460538313884e-05, 'B': 0.000525754071098567, 'r': 0.0015249057105222524}",Br,True
10,"Between Bagel Nash and Ciao Europa wine bar, the restaurant with higher price is ->",Ciao Europa wine bar,Bagel Nash,"{'Brussels': 3.111380912513875e-07, 'C': 0.999993013890903, '': 7.298659133629482e-07, 'B': 9.345207555229568e-07, 'Conv': 4.061074354586005e-06}",C,True
11,"Between Carole's Cheesecake Cafe and Falafel House, the restaurant with higher price is ->",Carole's Cheesecake Cafe,Falafel House,"{'CAR': 8.335617160929809e-06, 'Car': 0.9997852317759977, 'Carr': 1.776980303481698e-05, 'Conv': 2.750777131337647e-05, 'ar': 0.000147375324093712}",Car,True
12,"Between Nutella Cafe by Pusateri's and Phil's Original BBQ, the restaurant with higher price is ->",Nutella Cafe by Pusateri's,Phil's Original BBQ,"{'Nut': 0.41869204726973985, 'Shell': 0.00015569820620998996, 'Conv': 0.00032668505034006887, 'P': 0.579009068026902, 'ut': 0.0009660628149864076}",P,False
13,"Between Solero Mediterranean Bakery and Magic Oven, the restaurant with higher price is ->",Magic Oven,Solero Mediterranean Bakery,"{'Shell': 2.4007196773465558e-06, 'agic': 2.012972646146078e-06, 'magician': 7.56556212851054e-07, 'magic': 1.5181971691118735e-06, 'Magic': 0.999989438599772}",Magic,True
14,"Between Madras Pantry and Sushi Time Japanese Restaurant, the restaurant with higher price is ->",Sushi Time Japanese Restaurant,Madras Pantry,"{'Gor': 7.368075588782762e-06, 'S': 0.9999576079065702, 'Conv': 3.834544134357757e-06, 'Mad': 6.261627015454611e-06, 'Sn': 2.992198968188718e-06}",S,True
15,"Between Kibo Sushi House and Galata Cafe, the restaurant with higher price is ->",Galata Cafe,Kibo Sushi House,"{'al': 0.0015960914214256964, 'Gor': 2.948685462094645e-05, 'Conv': 7.389251652667968e-05, 'Gal': 0.9981856192823743}",Gal,True
16,"Between Branca and Kairali - Taste of Kerala, the restaurant with higher price is ->",Branca,Kairali - Taste of Kerala,"{'Brussels': 3.4285569726393735e-05, 'Br': 0.9984639153875211, 'B': 0.00013143258492104835, 'Conv': 5.058948007176163e-06, 'r': 0.001337750910704204}",Br,True
17,"Between Mirage Grill & Lounge and Maurya East Indian Roti, the restaurant with higher price is ->",Mirage Grill & Lounge,Maurya East Indian Roti,"{'Shell': 1.56290530621739e-05, 'ir': 4.344777134384589e-05, 'Conv': 2.108973771528899e-05, 'Mirage': 0.9998860807692884, 'Mir': 5.525963149787683e-06}",Mirage,True
18,"Between Aroma Espresso Bar and Fit For Life, the restaurant with higher price is ->",Aroma Espresso Bar,Fit For Life,"{'Fit': 6.197535691661183e-08, 'A': 0.9999992145956385, '': 3.843512457385097e-07, 'Conv': 1.8141329697406243e-07, 'fit': 7.839097743107528e-08}",A,True
19,"Between Solero Mediterranean Bakery and Kairali - Taste of Kerala, the restaurant with higher price is ->",Kairali - Taste of Kerala,Solero Mediterranean Bakery,"{'Gor': 8.973256475715604e-07, 'Conv': 3.3887480891980567e-06, '': 1.3494749055903522e-06, 'Sol': 1.5876382870828008e-06, 'K': 0.9999891992453286}",K,True
20,"Between Domino's Pizza and Dinah's Cupboard, the restaurant with higher price is ->",Dinah's Cupboard,Domino's Pizza,"{'Dim': 0.0014632646176375378, 'din': 0.00029171507576369025, 'Din': 0.9165235375824702, 'Conv': 0.010863145125549475, 'Dom': 0.06807185095208639}",Din,True
21,"Between EJ Sushi and Smoke's Weinerie, the restaurant with higher price is ->",EJ Sushi,Smoke's Weinerie,"{'Shell': 0.0015185839350967292, 'Smoke': 0.9580844945467468, 'Conv': 0.0022443731887540315, 'E': 0.02114182865822355, 'smoke': 0.009810098153512765}",Smoke,False
22,"Between Cafe Jules and Chipotle Mexican Grill, the restaurant with higher price is ->",Chipotle Mexican Grill,Cafe Jules,"{'chip': 3.537352142668179e-05, 'Shell': 7.818021816890512e-06, 'Chip': 0.990702313290324, 'hip': 0.008926258079161049}",Chip,True
