{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Bujumbura, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Yakutsk and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Kunming, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a big city to visit. Between Mahajanga and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Entebbe and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Bahía Blanca, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Bucharest, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Panama City, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Calgary, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Kansas City and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Suwałki and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Toronto, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Durban, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Mendoza, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Lake Havasu City and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Hamilton, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Baltimore, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between Piura and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Santiago, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Moscow, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Honolulu, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Brussels, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Belize City, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and San Antonio, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Buenos Aires, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Mahajanga, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Phnom Penh, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Makurdi and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Entebbe, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Palmerston North and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Cotonou and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Curitiba and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Port-Gentil, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Palermo, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Halifax, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Djibouti, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Harare, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Pontianak, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Cayenne, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Toliara and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Ndola, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between San José and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Tucson, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Reykjavík and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Bishkek and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and San Juan, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Río Gallegos, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Halifax, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Garoua, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Sucre, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Milwaukee and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Entebbe and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Cayenne, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Fianarantsoa and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Zagreb, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Thiès and Medellín, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Benghazi and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Cayenne and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Toliara and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Denpasar and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Cairo, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cairo'}
