,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"You are looking for restaurants nearby. If I were you, between LCBO and Basil Express Restaurant I would go to ->",Basil Express Restaurant,LCBO,"{'restaurants': 0.015580210931873801, 'LC': 0.7374923011067049, 'L': 0.09599307745097699, 'C': 0.11175617385387251, 'restaurant': 0.01337124731697784}",LC,False
1,"You are looking for restaurants nearby. If I were you, between Watson's and Topham Corner I would go to ->",Watson's,Topham Corner,"{'restaurants': 4.9984779943777756e-05, 'Watson': 0.3298296730637251, 'T': 0.6698586895241476, 'Water': 0.00013341553193012997, 'nearby': 3.223676456646156e-05}",T,False
2,"You are looking for restaurants nearby. If I were you, between Domino's Pizza and Just Soups Take Out & Catering I would go to ->",Just Soups Take Out & Catering,Domino's Pizza,"{'restaurants': 0.0011427046802935069, 'Just': 0.9733459569527683, 'JUST': 0.003153039407762047, 'Yes': 0.002530107214165703, 'ust': 0.015919890129548264}",Just,True
3,"You are looking for restaurants nearby. If I were you, between Bonne Journee and Juice & Java Cafe I would go to ->",Juice & Java Cafe,Bonne Journee,"{'nearest': 0.028108965404170256, 'B': 0.4190398316392888, 'Juice': 0.14943234954055598, 'nearby': 0.12877757340485138, 'Bon': 0.19123867953524135}",B,False
4,"You are looking for restaurants nearby. If I were you, between Pho 88 and Mirage Grill & Lounge I would go to ->",Pho 88,Mirage Grill & Lounge,"{'nearest': 0.0006738264316655032, 'ir': 0.0006599942731677562, 'Mirage': 0.9962014858761989, 'nearby': 0.0006015547525553693, 'restaurant': 0.0006669463166969081}",Mirage,False
5,"You are looking for restaurants nearby. If I were you, between Joe Badali's Ristorante Italiano & Bar and Fit For Life I would go to ->",Fit For Life,Joe Badali's Ristorante Italiano & Bar,"{'nearest': 0.00021288573321124658, 'oe': 0.023457969290749378, 'jo': 0.0007484169616037565, 'Joe': 0.9744631217534552, 'nearby': 0.00027331679890903524}",Joe,False
6,"You are looking for restaurants nearby. If I were you, between Popeyes Louisiana Kitchen and Phil's Original BBQ I would go to ->",Popeyes Louisiana Kitchen,Phil's Original BBQ,"{'Nik': 0.009594540885652642, 'hil': 0.015787855085479162, 'Phil': 0.4611585633123908, 'nearby': 0.006427677522444205, 'Pop': 0.4985238735273937}",Pop,True
7,"You are looking for restaurants nearby. If I were you, between Carole's Cheesecake Cafe and Cantine Bar & Grill I would go to ->",Cantine Bar & Grill,Carole's Cheesecake Cafe,"{'restaurants': 0.004055360470707992, 'Cant': 0.2297382411781458, 'Car': 0.7472737314063944, 'nearby': 0.010946647871978826, 'restaurant': 0.0016744083499731313}",Car,False
8,"You are looking for restaurants nearby. If I were you, between Anatolia Restaurant and Assembly Chef's Hall I would go to ->",Anatolia Restaurant,Assembly Chef's Hall,"{'Assembly': 0.6832415306043506, 'assembly': 0.005847126119914152, 'Nik': 0.019612391365152932, 'anat': 0.006049461615939869, 'Anat': 0.25857179154845733}",Assembly,False
9,"You are looking for restaurants nearby. If I were you, between Pisco 1641 and Cafe Jules I would go to ->",Pisco 1641,Cafe Jules,"{'restaurants': 9.972574187248596e-08, 'Cafe': 0.9997627608456597, 'P': 0.00023603440020042899, 'J': 7.189514542019806e-07, 'restaurant': 1.3380771904460625e-07}",Cafe,False
10,"You are looking for restaurants nearby. If I were you, between Solero Mediterranean Bakery and To-ne Sushi I would go to ->",Solero Mediterranean Bakery,To-ne Sushi,"{'To': 0.0008898398991637822, 'ol': 0.07882038678765733, 'SOL': 0.001410194980654929, 'Sol': 0.9176665221411885}",Sol,True
11,"You are looking for restaurants nearby. If I were you, between Falafel House and Eggspectation I would go to ->",Falafel House,Eggspectation,"{'restaurants': 0.00021706819307268916, 'Egg': 0.9982318126883696, 'gg': 0.00029430909481244916, 'Water': 0.0006552626567744742, 'egg': 0.0001841982379775806}",Egg,False
12,"You are looking for restaurants nearby. If I were you, between Lebanese Bakery and Eggspectation I would go to ->",Lebanese Bakery,Eggspectation,"{'restaurants': 0.00031132629989575103, 'Egg': 0.9974299477537465, 'gg': 0.00034953155997835116, 'Water': 0.0007665972440916137, 'egg': 0.0003771317356955754}",Egg,False
13,"You are looking for restaurants nearby. If I were you, between FreshCo and Tortería San Cosme I would go to ->",Tortería San Cosme,FreshCo,"{'restaurants': 8.164532473628533e-05, 'Fresh': 0.9989973182216495, 'resh': 0.00028468478708624107, 'nearby': 0.00016510102478518602, 'restaurant': 9.106791601298533e-05}",Fresh,False
14,"You are looking for restaurants nearby. If I were you, between Assembly Chef's Hall and Pho 88 I would go to ->",Pho 88,Assembly Chef's Hall,"{'Assembly': 0.9552070745657955, 'restaurants': 0.006517147492014037, 'ssembly': 0.0033332439167199925, 'nearby': 0.0024413624850731755, 'restaurant': 0.016994129807478737}",Assembly,False
15,"You are looking for restaurants nearby. If I were you, between Cantine Bar & Grill and 9 Restaurant I would go to ->",Cantine Bar & Grill,9 Restaurant,"{'restaurants': 0.027493405584301068, 'Cant': 0.9352338574941299, 'Cafe': 0.002295265628273807, 'nearby': 0.010906045614203375, 'restaurant': 0.01531661641044609}",Cant,True
16,"You are looking for restaurants nearby. If I were you, between Big Al's Diner and Galata Cafe I would go to ->",Galata Cafe,Big Al's Diner,"{'ig': 5.650562275329804e-06, 'B': 2.7767841150966558e-05, 'Bib': 6.391696019652186e-07, 'Big': 0.9999597545128713, 'nearby': 1.5767938207030447e-06}",Big,False
17,"You are looking for restaurants nearby. If I were you, between Tierra Azteca and Sheriff Broaster Chicken I would go to ->",Sheriff Broaster Chicken,Tierra Azteca,"{'restaurants': 0.012139622371151937, 'Nik': 0.008236860623091861, 'Tier': 0.9183981755238336, 'T': 0.00656371582272284, 'ier': 0.033998074102990515}",Tier,False
18,"You are looking for restaurants nearby. If I were you, between Smoke's Weinerie and Kim PO Vietnamese I would go to ->",Kim PO Vietnamese,Smoke's Weinerie,"{'Nik': 0.04352825550133953, 'Sakura': 0.0024261515532182356, 'Smoke': 0.8531301022221504, 'im': 0.0053623214034530286, 'Kim': 0.07905721880616097}",Smoke,False
19,"You are looking for restaurants nearby. If I were you, between Pizza Pizza and Assembly Chef's Hall I would go to ->",Pizza Pizza,Assembly Chef's Hall,"{'Pizza': 0.9995255346243125, 'Starbucks': 1.0343172611243828e-06, 'Cafe': 1.600667225032634e-06, 'P': 0.00046488151095423405, 'nearby': 2.0467323748768457e-06}",Pizza,True
20,"You are looking for restaurants nearby. If I were you, between Sweet Jesus and Topham Corner I would go to ->",Sweet Jesus,Topham Corner,"{'Sweet': 0.9998581885561936, 'T': 0.00014102039960518605, 'weet': 6.324763552800109e-07, 'nearby': 1.323204771032508e-07, 'restaurant': 2.5095331603493482e-08}",Sweet,True
21,"You are looking for restaurants nearby. If I were you, between Sushi Shop and Joe Badali's Ristorante Italiano & Bar I would go to ->",Sushi Shop,Joe Badali's Ristorante Italiano & Bar,"{'oe': 0.013479705781963607, 'jo': 0.00036508512952525404, 'J': 8.979457468641281e-05, 'Joe': 0.9858171646139977, 'Joseph': 4.448858137649781e-05}",Joe,False
22,"You are looking for restaurants nearby. If I were you, between Fitness Avenue and Lahore Grill & Fast Food I would go to ->",Lahore Grill & Fast Food,Fitness Avenue,"{'fitness': 0.046604079442385225, 'Lah': 0.14939103720760125, 'Fitness': 0.7596142046862409, 'F': 0.010607499797267281, 'nearby': 0.011781996888169688}",Fitness,False
23,"You are looking for restaurants nearby. If I were you, between El Fogón and Top Sushi I would go to ->",El Fogón,Top Sushi,"{'El': 0.9717768714452738, 'F': 0.0012928340918407562, 'Water': 0.00195293677672544, 'restaurant': 0.0033516718430705718, 'l': 0.017245811096145855}",El,True
24,"You are looking for restaurants nearby. If I were you, between Juice & Java Cafe and Harvey's I would go to ->",Juice & Java Cafe,Harvey's,"{'ar': 0.0030379358223462777, 'Harvey': 0.9955511943840465, 'HAR': 0.0009644389737897519, 'nearby': 0.0002000338411459826, 'restaurant': 7.262916463968833e-05}",Harvey,False
25,"You are looking for restaurants nearby. If I were you, between Harry's Char Broil & Dining Lounge and Galata Cafe I would go to ->",Harry's Char Broil & Dining Lounge,Galata Cafe,"{'restaurants': 0.00031603139438264843, 'arry': 0.01221229558416244, 'Harry': 0.9853028383121868, 'nearby': 0.00033244071982627946, 'restaurant': 0.000699552299274211}",Harry,True
26,"You are looking for restaurants nearby. If I were you, between Eggspectation and Verona Restaurant I would go to ->",Verona Restaurant,Eggspectation,"{'Egg': 0.891046525235252, 'Ver': 0.05841099128042802, 'Water': 0.02559777104095541, 'nearby': 0.006086717140458386, 'restaurant': 0.0032153039003178607}",Egg,False
27,"You are looking for restaurants nearby. If I were you, between LCBO and Assembly Chef's Hall I would go to ->",LCBO,Assembly Chef's Hall,"{'Assembly': 0.13301099300541486, 'LC': 0.7436720755359101, 'L': 0.03696795953537325, 'C': 0.06321845569300882, 'restaurant': 0.008891300074919029}",LC,True
28,"You are looking for restaurants nearby. If I were you, between Roncy's Bean and St. Louis Bar & Grill I would go to ->",St. Louis Bar & Grill,Roncy's Bean,"{'restaurants': 0.001588083080230823, 't': 0.004615674351654997, 'St': 0.9865206166048818, 'Ron': 0.0012701145318738587, 'restaurant': 0.0034383863567172823}",St,True
29,"You are looking for restaurants nearby. If I were you, between Nook and St. Louis Bar & Grill I would go to ->",St. Louis Bar & Grill,Nook,"{'restaurants': 0.0018759156351718677, 't': 0.004412596443842979, 'N': 0.0026172490336193763, 'St': 0.9803775288308754, 'restaurant': 0.0057976999524665665}",St,True
30,"You are looking for restaurants nearby. If I were you, between Nutella Cafe by Pusateri's and Tik Talk Cafe I would go to ->",Tik Talk Cafe,Nutella Cafe by Pusateri's,"{'restaurants': 6.827399381011081e-09, 'Nik': 1.0921548277850726e-07, 'P': 0.9999998115819777, '': 4.794328917748246e-08, 'nearby': 1.1304736949462719e-08}",P,False
31,"You are looking for restaurants nearby. If I were you, between Tik Talk Cafe and Eastern legend I would go to ->",Tik Talk Cafe,Eastern legend,"{'restaurants': 0.0011807794591212758, 'Nik': 0.0020630793133388915, 'astern': 0.001622454748109886, 'restaurant': 0.004253358809743223, 'Eastern': 0.9904813578199522}",Eastern,False
32,"You are looking for restaurants nearby. If I were you, between LCBO and Mamma's Pizza I would go to ->",Mamma's Pizza,LCBO,"{'restaurants': 0.001902364866854024, 'Mam': 0.9916400701965936, '': 0.00121888265066957, 'nearby': 0.0007577595795560275, 'restaurant': 0.0018409822836473763}",Mam,True
33,"You are looking for restaurants nearby. If I were you, between Smoke's Weinerie and Milestones Restaurants I would go to ->",Milestones Restaurants,Smoke's Weinerie,"{'Nik': 0.004001904124516482, 'il': 0.018035094947791284, 'Smoke': 0.3510874293731431, 'Mil': 0.5918233049605455, 'Water': 0.025611682088555857}",Mil,True
34,"You are looking for restaurants nearby. If I were you, between Branca and Ici Bistro I would go to ->",Branca,Ici Bistro,"{'restaurants': 1.7895460153405865e-05, 'Br': 0.00026446728513648284, 'I': 0.9995016350250988, 'B': 0.0001550118488148413, 'restaurant': 1.4469233360942642e-05}",I,False
35,"You are looking for restaurants nearby. If I were you, between The Empire and Bagel Nash I would go to ->",The Empire,Bagel Nash,"{'restaurants': 6.507839095681388e-05, 'Bag': 0.9971341265781644, 'B': 0.0021272313084354376, 'Bib': 0.0002946377271049709, 'Water': 8.570349083439268e-05}",Bag,False
36,"You are looking for restaurants nearby. If I were you, between Tian An Cuisine and Ardor Bistro I would go to ->",Tian An Cuisine,Ardor Bistro,"{'restaurants': 0.018262834241604513, 'r': 0.003816285926022934, 'Ard': 0.935872284498321, 'nearby': 0.006536790390216702, 'restaurant': 0.012891363344673896}",Ard,False
37,"You are looking for restaurants nearby. If I were you, between Eggspectation and Hapa Toronto I would go to ->",Hapa Toronto,Eggspectation,"{'restaurants': 4.051108166180987e-05, 'Egg': 0.03161394368056064, 'H': 0.9681740123857642, 'Water': 5.488546492319896e-05, 'restaurant': 2.8639519306603217e-05}",H,True
38,"You are looking for restaurants nearby. If I were you, between Banjara Indian Cuisine and Amaya Express I would go to ->",Amaya Express,Banjara Indian Cuisine,"{'Ban': 0.9683329192394562, 'Am': 0.017650291149791306, 'an': 0.008871704824013516, 'B': 0.0008841218194616246, 'nearby': 0.0012899678285862067}",Ban,False
39,"You are looking for restaurants nearby. If I were you, between LCBO and Mysteriously Yours Dinner Theatre I would go to ->",Mysteriously Yours Dinner Theatre,LCBO,"{'restaurants': 0.0012486953409131644, 'Myster': 0.9620514186545143, 'LC': 0.02743488500564833, 'L': 0.0015685431819225638, 'C': 0.004099853654226589}",Myster,True
40,"You are looking for restaurants nearby. If I were you, between Mamma's Pizza and Smoke's Weinerie I would go to ->",Mamma's Pizza,Smoke's Weinerie,"{'nearest': 0.001408675468686389, 'Smoke': 0.006505651619084757, 'Mam': 0.9850737189863836, '': 0.0019922139917741763, 'nearby': 0.0011038138052675353}",Mam,True
41,"You are looking for restaurants nearby. If I were you, between z-teca Gourmet Burritos and McDonald's I would go to ->",McDonald's,z-teca Gourmet Burritos,"{'restaurants': 4.3136721915836314e-06, 'Z': 0.9340750188601723, 'z': 0.06590638848915222, 'restaurant': 4.645126279285888e-06, '': 3.409647992510538e-06}",Z,False
42,"You are looking for restaurants nearby. If I were you, between Watson's and The Coffee Pocket I would go to ->",Watson's,The Coffee Pocket,"{'Watson': 6.232033293862625e-07, 'Coffee': 7.41811254594061e-07, 'Starbucks': 1.4808269044274828e-07, 'The': 0.9999951615107056, 'Water': 3.236128014705377e-06}",The,False
43,"You are looking for restaurants nearby. If I were you, between Eggspectation and Tik Talk Cafe I would go to ->",Tik Talk Cafe,Eggspectation,"{'restaurants': 0.0018863510073971706, 'Egg': 0.9907325306670507, 'Water': 0.0022898682404332805, 'nearby': 0.0008907625182237835, 'restaurant': 0.001004469236362067}",Egg,False
44,"You are looking for restaurants nearby. If I were you, between Magic Oven and Supermodel Pizza I would go to ->",Supermodel Pizza,Magic Oven,"{'nearest': 5.827165272364129e-07, 'Super': 6.682616202557344e-06, 'Magic': 0.9999889608319321, 'nearby': 6.814656435954268e-07, 'restaurant': 7.882638248606016e-07}",Magic,False
45,"You are looking for restaurants nearby. If I were you, between Harry's Char Broil & Dining Lounge and Mirage Grill & Lounge I would go to ->",Harry's Char Broil & Dining Lounge,Mirage Grill & Lounge,"{'nearest': 0.00018288372309389957, 'arry': 0.014063211566685708, 'Mirage': 0.00029228710571751185, 'Harry': 0.9847473861137163, 'restaurant': 0.0002126106498379304}",Harry,True
46,"You are looking for restaurants nearby. If I were you, between McDonald's and Big Al's Diner I would go to ->",McDonald's,Big Al's Diner,"{'ig': 1.031888341484957e-05, 'B': 4.961844556345758e-06, 'Bib': 1.3934052313216568e-06, 'Big': 0.9999756096924484, 'restaurant': 3.299868297951238e-06}",Big,False
47,"You are looking for restaurants nearby. If I were you, between Falafel House and Pisco 1641 I would go to ->",Pisco 1641,Falafel House,"{'restaurants': 5.291505701037496e-09, 'P': 1.0, '': 1.5854840324403038e-08, 'nearby': 2.400007439033555e-09, 'restaurant': 1.1438671332543228e-08}",P,True
48,"You are looking for restaurants nearby. If I were you, between Bao Bao Plus Dim Sum and Domino's Pizza I would go to ->",Bao Bao Plus Dim Sum,Domino's Pizza,"{'om': 0.0003190811815303304, 'B': 0.9906439606612266, 'Bib': 7.99397365726409e-05, 'restaurant': 5.389429121700084e-05, 'Dom': 0.008733928590398442}",B,True
49,"You are looking for restaurants nearby. If I were you, between Warung Indonesia D'Eglinton and Eggspectation I would go to ->",Warung Indonesia D'Eglinton,Eggspectation,"{'restaurants': 0.0003332566980275546, 'Egg': 0.9942843488430141, 'gg': 0.0008496638986749182, 'Water': 0.003449520648693293, 'egg': 0.00036924299781350867}",Egg,False
50,"You are looking for restaurants nearby. If I were you, between Grappa Ristorante and Sushi Time Japanese Restaurant I would go to ->",Sushi Time Japanese Restaurant,Grappa Ristorante,"{'restaurants': 8.531460430816387e-06, 'Sakura': 9.441892766362132e-05, 'S': 0.9998678450132397, 'nearby': 2.8775796973518568e-06, 'restaurant': 1.2464000857970451e-05}",S,True
51,"You are looking for restaurants nearby. If I were you, between LCBO and The Coffee Pocket I would go to ->",LCBO,The Coffee Pocket,"{'Coffee': 3.886646295549925e-07, 'the': 1.1034378793814654e-07, 'Cafe': 3.432557640047971e-07, 'The': 0.9999982599891138, 'Water': 5.382842879948914e-07}",The,False
52,"You are looking for restaurants nearby. If I were you, between Phil's Original BBQ and The Duke of Devon I would go to ->",The Duke of Devon,Phil's Original BBQ,"{'Nik': 0.00010276147828748662, 'hil': 0.00011045879527361125, 'The': 0.9987739207501052, 'Phil': 0.0009098871291930541, 'nearby': 2.3197779385855687e-05}",The,True
53,"You are looking for restaurants nearby. If I were you, between EJ Sushi and La Cocina De Dona Luz I would go to ->",La Cocina De Dona Luz,EJ Sushi,"{'restaurants': 0.13551184845675177, 'Don': 0.06588348340964684, 'L': 0.04052855060591453, 'E': 0.20602501201799275, 'La': 0.4342586433376233}",La,True
54,"You are looking for restaurants nearby. If I were you, between Cantine Bar & Grill and Pizzeria Via Mercanti I would go to ->",Cantine Bar & Grill,Pizzeria Via Mercanti,"{'restaurants': 1.3880470288291475e-08, 'Z': 1.0251415944251348e-08, 'P': 0.9999999317236823, '': 3.6653130359371945e-08, 'restaurant': 1.833562405010281e-08}",P,False
