{'statement': 'You are looking for a small city to visit. Between Manila and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Lima and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Douala and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Paris and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Paris and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between London and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Houston and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Manila and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Kunming and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and San Salvador, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Kano and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and San Salvador, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Houston and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Lomé, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Perth and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Perth'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Beijing'}
