{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Córdoba, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Fairbanks, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Rome and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Sydney and Erzurum, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Chihuahua and Ulaanbaatar, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Skopje and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Fairbanks and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Oslo and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Baku, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Podgorica and Belize City, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Frankfurt, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Algiers and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Moscow, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Halifax, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Minsk, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Denver and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Toronto, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Cape Town and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Napier and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Saint Petersburg and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Boise, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Minsk, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Ankara, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Campos do Jordão, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Denver, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Boise and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Calgary, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Bahía Blanca and Erzurum, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Algiers, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Campos do Jordão and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Paris and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Algiers, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Paris and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Punta Arenas and Lomé, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Ushuaia and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Kabul, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Palmerston North and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Dublin, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Sucre and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Addis Ababa and Kuopio, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Rabat and Saint Petersburg, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Punta Arenas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Tauranga, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Addis Ababa and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuopio and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Lyon, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Quito, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Gabès and Minneapolis, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Napier, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Lviv, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Sacramento and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Sydney and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Changsha, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Zürich and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Minneapolis, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Irkutsk and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Neuquén, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Sucre, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Changsha and Reykjavík, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Calgary and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Melbourne and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Murmansk and Porto Alegre, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Melbourne, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Lyon, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Lisbon, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with warm weather. Between Gabès and Lhasa, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Pittsburgh and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Santiago, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Berlin, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Punta Arenas and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Novosibirsk and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lviv and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Lhasa and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Damascus, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Dublin, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Fairbanks, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Ulaanbaatar and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Bishkek, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Ushuaia, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Kuopio, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Baltimore and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Reykjavík and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Reykjavík'}
