{'statement': 'You are looking for a city with warm weather. Between Canberra and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Ljubljana, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Skopje, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Lyon, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Wellington and Novosibirsk, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Copenhagen and Muscat, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Calgary, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Campos do Jordão and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Irkutsk, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Ürümqi and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Vladivostok, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Lviv, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Minneapolis, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Saint Petersburg, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Chihuahua and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Frankfurt, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Erzurum and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Christchurch, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Reykjavík, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Canberra and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Sydney, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Milwaukee, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Paris and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Podgorica and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Halifax and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Skopje and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Bucharest and Makassar, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Pretoria and Bergen, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Bergen'}
{'statement': 'You are looking for a city with warm weather. Between Auckland and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Buenos Aires, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with warm weather. Between Ulaanbaatar and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Kansas City and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with warm weather. Between Yinchuan and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Honolulu and Auckland, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Berlin, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Moscow and Villahermosa, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Jakarta and Lyon, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Campos do Jordão, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Ljubljana, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Albuquerque and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a city with warm weather. Between Ho Chi Minh City and Fairbanks, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Minsk and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Copenhagen and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Skopje and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Kuopio and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Anchorage and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Tirana, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Tirana'}
{'statement': 'You are looking for a city with warm weather. Between Fianarantsoa and Río Gallegos, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and Almaty, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Addis Ababa and Murmansk, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Kuopio and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Toluca, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Campos do Jordão, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Santiago del Estero and Halifax, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Algiers and Vladivostok, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Ushuaia and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Ushuaia'}
