{'statement': 'You are looking for a big city to visit. Between Vientiane and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Saskatoon and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Lviv and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Thiès and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Willemstad, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Paris and Manaus, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Pittsburgh and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a big city to visit. Between Harare and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Córdoba and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Sydney'}
{'statement': 'You are looking for a big city to visit. Between Denpasar and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Port-Gentil, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Zürich and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Nur-Sultan and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Goiânia and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Upington, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between La Paz and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between London and Hobart, you should visit London.', 'answer': 'London', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Lake Havasu City and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Nakhon Ratchasima, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Nouakchott, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Garoua, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between London and Irkutsk, you should visit London.', 'answer': 'London', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Manaus, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Darwin, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Bamako, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Erbil, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Fianarantsoa and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Campos do Jordão and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a big city to visit. Between Djibouti and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Upington, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Houston and Garissa, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Port Moresby, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Palembang and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Parakou, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Durban and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Durban'}
{'statement': 'You are looking for a big city to visit. Between Panama City and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Hobart, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Nouadhibou, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Pontianak, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Córdoba, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Pontianak and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Paris and Fairbanks, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and El Paso, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Yakutsk and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Kano and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kano'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Boise, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Bata and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Antsiranana and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Kuopio and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Ottawa, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Rabat and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Rome and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Rosario and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Dodoma and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Juba and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Boise, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Auckland and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Bujumbura and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Bahía Blanca, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Karachi and La Ceiba, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Douala and Toamasina, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Paris and Pontianak, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Paramaribo, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Viedma and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Anchorage and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Lima and La Serena, you should visit Lima.', 'answer': 'Lima', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Lisbon and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Oslo, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Lusaka, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Nouadhibou and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Cotonou and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Cotonou'}
