,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"I'm looking for a small city to visit. Between Rome and San Juan, I should visit ->",San Juan,Rome,"{'Rome': 0.008021779491360887, 'Sant': 0.007589648496830751, 'San': 0.7776960751767237, 'S': 0.011723639564449669, 'R': 0.14089358357102308}",San,True
1,"I'm looking for a small city to visit. Between Manila and Mahajanga, I should visit ->",Mahajanga,Manila,"{'Madrid': 0.09227662682868755, 'Man': 0.27205492579555085, 'Med': 0.04985601140375634, 'M': 0.14855238826846962, 'Kuala': 0.06413652272601815}",Man,False
2,"I'm looking for a small city to visit. Between Nairobi and Christchurch, I should visit ->",Christchurch,Nairobi,"{'Ni': 0.0005400191262779242, 'Christ': 0.00028273994642795327, 'C': 0.0002185197846348262, 'N': 0.9943372789905588, 'New': 0.0024655632465570873}",N,False
3,"I'm looking for a small city to visit. Between Mumbai and Murmansk, I should visit ->",Murmansk,Mumbai,"{'Tokyo': 0.017627254915484974, 'Mumbai': 0.02854829684003068, 'Mog': 0.02589282178107533, 'M': 0.718615956189081, 'New': 0.015935347882580386}",M,False
4,"I'm looking for a small city to visit. Between Ho Chi Minh City and Piura, I should visit ->",Piura,Ho Chi Minh City,"{'Singapore': 0.28108898139663896, 'Chong': 0.04369791891923607, 'Kh': 0.03977878694952579, 'Ch': 0.07095747677686041, 'Hon': 0.061423222421534064}",Singapore,False
5,"I'm looking for a small city to visit. Between Bogotá and Tabora, I should visit ->",Tabora,Bogotá,"{'Col': 0.014989894573716526, 'Med': 0.014814719968873746, 'Bog': 0.06591642020487447, 'T': 0.6881387980803464, 'B': 0.07559727813122637}",T,True
6,"I'm looking for a small city to visit. Between Algiers and Asmara, I should visit ->",Asmara,Algiers,"{'As': 0.9931596712853507, 'Ass': 0.0004642676686380416, 'Ant': 0.00025132390313785776, 'Acc': 0.0004708568678720492, 'Ash': 0.0013054080566444876}",As,True
7,"I'm looking for a small city to visit. Between Jakarta and Tripoli, I should visit ->",Tripoli,Jakarta,"{'Tokyo': 0.08842381015153106, 'Singapore': 0.06732344752255216, 'Tehran': 0.09663743373912385, 'Kuala': 0.21312666897655067, 'Jay': 0.07416462459303973}",Kuala,False
8,"I'm looking for a small city to visit. Between Beijing and Port Sudan, I should visit ->",Port Sudan,Beijing,"{'Beijing': 0.059240183027152345, 'Tokyo': 0.06981803650106191, 'Tehran': 0.3698516979661117, 'B': 0.07225515536516888, 'Chong': 0.13030398657011327}",Tehran,False
9,"I'm looking for a small city to visit. Between Hanoi and Kuwait City, I should visit ->",Kuwait City,Hanoi,"{'Singapore': 0.037687341882226943, 'Wichita': 0.01517195987247208, 'Kuala': 0.17111134397820843, 'K': 0.08581213919815034, 'Kh': 0.3651325648382439}",Kh,True
