{'statement': 'Someone is looking for a small city to visit. Between London and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Lusaka, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Gabès, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Barranquilla, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Ndola, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Phnom Penh and Port-Gentil, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Manaus, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between London and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Bangui, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Ndola, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between London and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between London and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Harare and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and San José, this person should visit San José.', 'answer': 'San José', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between London and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Brisbane and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between London and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'London'}
