{'statement': 'You are looking for a small city to visit. Between London and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Douala and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Houston and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Ndola, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Manila and Managua, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Berlin and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a small city to visit. Between Paris and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Manila and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lima and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between London and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Paris and Phnom Penh, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a small city to visit. Between Sydney and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Houston and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Houston and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Santiago del Estero, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Manila and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Ndola, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between London and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between London and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Harare and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Harare'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bogotá'}
