{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Perth, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Quito and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Lusaka, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with cold weather. Between Córdoba and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Bogotá and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Los Angeles and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Durban and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Tucson and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Houston and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Los Angeles and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Sydney and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Toluca and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Rabat and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Sucre and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Gabès and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Brisbane'}
