{'statement': 'You are looking for a big city to visit. Between Kabul and Changsha, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Managua and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Gabès, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Cayenne, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Canberra and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Dublin and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Niamey, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cairo'}
{'statement': 'You are looking for a big city to visit. Between Honolulu and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Damascus, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a big city to visit. Between Denpasar and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Houston and Brussels, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Mendoza, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Viedma, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Port Sudan and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Djibouti, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Douala and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between La Paz and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Lviv and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Barranquilla and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Mexicali and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Hamilton, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Sokoto and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Hobart and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Djibouti and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Mombasa, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Denver and Bujumbura, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Skopje and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Yaoundé, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a big city to visit. Between Bangui and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Kano and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kano'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Thiès, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Denpasar, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Podgorica and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Honolulu, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Muscat and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Nakhon Ratchasima and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Oslo and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Ouahigouya and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Tauranga and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Brussels and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Parakou and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Baghdad, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between London and La Ceiba, you should visit London.', 'answer': 'London', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a big city to visit. Between Paris and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Paris'}
{'statement': 'You are looking for a big city to visit. Between Ottawa and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Podgorica and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Reykjavík, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Makurdi and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Frankfurt, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Bratislava, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Lima and Toronto, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Toronto'}
{'statement': 'You are looking for a big city to visit. Between Mexicali and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Makassar, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Sucre, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Parakou, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between London and Kampala, you should visit London.', 'answer': 'London', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Curitiba, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Rome and Djibouti, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Neuquén and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a big city to visit. Between Napier and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Saskatoon and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Entebbe, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Ndola and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Palembang, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Malabo, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Manila and Piura, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Mendoza and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Manaus, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a big city to visit. Between Chihuahua and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Kuopio and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Bahía Blanca and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Paris and Mexicali, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Douala and Entebbe, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Entebbe'}
