{'statement': 'Someone is looking for a big city to visit. Between Manila and Mexicali, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Zürich, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Barranquilla, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Bratislava, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Nairobi, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Garissa, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Santiago, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Gabès, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Mandalay, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Fairbanks, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Bangkok, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Mexicali, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Kuopio, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Garoua, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Ankara, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Paramaribo, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Ljubljana, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Malabo, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Anchorage, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Tucson, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Berlin, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Panama City, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Milwaukee, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Ushuaia, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between London and Tirana, this person should visit London.', 'answer': 'London', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Kathmandu, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Hobart, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Kano, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Dublin, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Punta Arenas, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Monterrey, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Nouakchott, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Pittsburgh, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Neuquén, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and La Ceiba, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Harare, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Cabo San Lucas, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Surabaya, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Tauranga, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Willemstad, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Zürich, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and El Paso, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and San Salvador, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Tripoli, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and San Antonio, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Kingston, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Toluca, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Phoenix, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Wau, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Bata, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Kuwait City, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Dublin, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Cape Town, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Saskatoon, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Mahajanga, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Cabo San Lucas, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Tirana, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and San Salvador, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Cabo San Lucas, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Río Gallegos, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Omaha, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Erbil, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Lomé, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Conakry, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Yinchuan, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Pretoria, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Gabès, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Ljubljana, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Bucharest, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Viedma, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Fairbanks, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between London and Bergen, this person should visit London.', 'answer': 'London', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Campos do Jordão, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Santiago del Estero, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and San Juan, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Bratislava, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Nouakchott, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Paramaribo, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Ljubljana, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Palembang, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Vladivostok, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Willemstad, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Phoenix, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Sapporo, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Ürümqi, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Kampala, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Abéché, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Ndola, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Vientiane, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Saskatoon, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Bogotá, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Melbourne, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Chihuahua, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Pittsburgh, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Villahermosa, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Mexicali, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Kansas City, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Tucson, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Vientiane, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Calgary, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Kansas City, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and La Paz, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Brisbane, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Yaoundé, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Rosario, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Upington, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Punta Arenas, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Malabo, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Cape Town, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Río Gallegos, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Neuquén, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Kansas City, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Toluca, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Milwaukee, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Milwaukee'}
