,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"You are looking for a big city to visit. Between Chicago and Mandalay, you should visit ->",Chicago,Mandalay,"{'Tokyo': 0.0032908042210114934, 'hicago': 0.002277488450439976, 'S': 0.003196969337414515, 'Chicago': 0.9845692884990874, 'Detroit': 0.004034529858136648}",Chicago,True
1,"You are looking for a big city to visit. Between Moscow and Minneapolis, you should visit ->",Moscow,Minneapolis,"{'Tokyo': 0.0007328152018037474, 'Tehran': 0.00023631899308544754, 'Russia': 0.0004023114572682772, 'oscow': 0.0010786432258270869, 'Moscow': 0.9972216278399376}",Moscow,True
2,"You are looking for a big city to visit. Between Manila and Hamilton, you should visit ->",Manila,Hamilton,"{'Tokyo': 0.0003887283839515269, 'Madrid': 0.00012305329546183095, 'Man': 0.00026063854383719863, 'Manila': 0.9987924563682746, 'Kuala': 0.00013755042236081061}",Manila,True
3,"You are looking for a big city to visit. Between Kabul and Yinchuan, you should visit ->",Kabul,Yinchuan,"{'Tokyo': 0.0022950423097927975, 'Tehran': 0.6932470013440779, 'Istanbul': 0.0033115414603694846, 'Kabul': 0.29761579584369097, 'Kh': 0.0010827079661541693}",Tehran,True
4,"You are looking for a big city to visit. Between Riyadh and Goiânia, you should visit ->",Riyadh,Goiânia,"{'Dh': 0.002999130097088313, 'Tehran': 0.0032323734414338515, 'Riy': 0.000354588356660509, 'Riyadh': 0.9864662568705574, 'Saudi': 0.005757363124373296}",Riyadh,True
5,"You are looking for a big city to visit. Between Lahore and Belgrade, you should visit ->",Lahore,Belgrade,"{'Dh': 0.004744840318823464, 'Lah': 0.9735247702145082, 'Bel': 0.017045388176891284, 'Karachi': 0.00285225234594178, 'Kuala': 0.0004087421666890216}",Lah,True
6,"You are looking for a big city to visit. Between Jakarta and Ushuaia, you should visit ->",Jakarta,Ushuaia,"{'Tokyo': 0.001106770459959217, 'Indonesia': 0.001602912487172505, 'Dh': 0.0010932496366816479, 'Kuala': 0.0010445056162578135, 'Jakarta': 0.9935141972067675}",Jakarta,True
7,"You are looking for a big city to visit. Between Bogotá and Piura, you should visit ->",Bogotá,Piura,"{'Madrid': 0.00016189347512122896, 'Rio': 0.0006500666902194696, 'Med': 0.000950330252091295, 'Bog': 0.9971923638034403, 'Bel': 0.00021697075133130756}",Bog,True
8,"You are looking for a big city to visit. Between Shanghai and Tauranga, you should visit ->",Shanghai,Tauranga,"{'Shanghai': 0.9170620066337606, 'h': 0.00011703810411393708, 'China': 9.75281991232602e-05, 'S': 0.0032085408790328432, 'Chong': 0.07921821652345036}",Shanghai,True
9,"You are looking for a big city to visit. Between Bangkok and Minneapolis, you should visit ->",Bangkok,Minneapolis,"{'Tokyo': 0.0007865743556585312, 'Dh': 0.00023830957362304094, 'Bangkok': 0.9984751787230935, 'ang': 0.00012411971680615697, 'Chong': 0.0001589007125761907}",Bangkok,True
10,"You are looking for a big city to visit. Between Berlin and Garoua, you should visit ->",Berlin,Garoua,"{'Berlin': 0.9871415198373812, 'Tokyo': 0.006974155736240641, 'Tehran': 0.0004557733096588818, 'er': 0.003627271377509263, 'Istanbul': 0.0013567569805248735}",Berlin,True
