,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Someone is looking for a city with cold weather. Between Mahajanga and Bahía Blanca, this person should visit ->",Bahía Blanca,Mahajanga,"{'15': 0.0646149804219799, '17': 0.048943759762567346, 'P': 0.06761995142873355, '0': 0.04976511711132155, 'Mah': 0.408826752785215}",Mah,False
1,"Someone is looking for a city with cold weather. Between Douala and Paris, this person should visit ->",Paris,Douala,"{'18': 0.10121785549443758, '15': 0.038594642788730524, '13': 0.040302216965165935, '17': 0.4103680249812179, '19': 0.07937112832236427}",17,False
2,"Someone is looking for a city with cold weather. Between La Paz and Erzurum, this person should visit ->",Erzurum,La Paz,"{'2': 0.09268323268083337, '3': 0.07011662162469626, '4': 0.0863546090015292, '5': 0.19820774126566928, '0': 0.37501149505557546}",0,False
3,"Someone is looking for a city with cold weather. Between Kano and Cape Town, this person should visit ->",Cape Town,Kano,"{'15': 0.06322092126085913, '16': 0.07275935428203727, '17': 0.07971056837755358, 'K': 0.04148661225731965, '0': 0.3637408556205212}",0,False
4,"Someone is looking for a city with cold weather. Between Ho Chi Minh City and Tirana, this person should visit ->",Tirana,Ho Chi Minh City,"{'12': 0.05154610649920591, '15': 0.10468387336985717, '14': 0.10581459712811338, '13': 0.06819319494338143, 'Tir': 0.09810780047761467}",14,True
5,"Someone is looking for a city with cold weather. Between Kuwait City and Bergen, this person should visit ->",Bergen,Kuwait City,"{'Norway': 0.010152619784001423, 'Kuwait': 0.005975030957538458, '1': 0.0054339530937947975, 'Ber': 0.024813088572748537, '0': 0.9221068064482166}",0,True
6,"Someone is looking for a city with cold weather. Between Rosario and Oslo, this person should visit ->",Oslo,Rosario,"{'Ros': 0.0853742880686281, '5': 0.410391396105727, '0': 0.2574846428691369, '6': 0.07102130333315922, '7': 0.057062501177025333}",5,False
7,"Someone is looking for a city with cold weather. Between Honolulu and Fairbanks, this person should visit ->",Fairbanks,Honolulu,"{'Alaska': 0.03519712063028165, 'N': 0.046871770174944295, 'has': 0.19921861288878576, 'Anchorage': 0.23055433906777958, 'Fair': 0.36683372462869046}",Fair,True
8,"Someone is looking for a city with cold weather. Between Hamilton and Calgary, this person should visit ->",Calgary,Hamilton,"{'Hamilton': 0.06219463108026956, 'Calgary': 0.15431956950716172, 'Edmonton': 0.04078035942980903, '1': 0.1570962192329949, '0': 0.39515455979301345}",0,True
9,"Someone is looking for a city with cold weather. Between Kingston and Pittsburgh, this person should visit ->",Pittsburgh,Kingston,"{'Pittsburgh': 0.9308956609546005, 'P': 0.00438466961654462, '0': 0.006241985238521067, 'PA': 0.011598981342819335, '10': 0.014065356369986716}",Pittsburgh,True
10,"Someone is looking for a city with cold weather. Between Djibouti and Podgorica, this person should visit ->",Podgorica,Djibouti,"{'15': 0.034408742653106644, 'Pod': 0.042558626779013044, 'Dj': 0.011926331407646465, 'Monteneg': 0.023423757356801342, '0': 0.7286299201417532}",0,True
11,"Someone is looking for a city with cold weather. Between Surabaya and Indianapolis, this person should visit ->",Indianapolis,Surabaya,"{'25': 0.03238015965751676, '1': 0.1105386329135175, '5': 0.3529101454212232, '0': 0.19200098053774006, '6': 0.03143091551180026}",5,False
12,"Someone is looking for a city with cold weather. Between Brasília and Calgary, this person should visit ->",Calgary,Brasília,"{'1': 0.09019349247735851, '2': 0.28936633454698446, '3': 0.27476876213622264, '4': 0.1890809781241667, '5': 0.05441012614887718}",2,False
13,"Someone is looking for a city with cold weather. Between San Juan and Bucharest, this person should visit ->",Bucharest,San Juan,"{'15': 0.05381017517770747, 'Buch': 0.08356248530302672, '0': 0.13854731321916644, '7': 0.06827101364989657, '10': 0.2715640108482616}",10,True
14,"Someone is looking for a city with cold weather. Between Hanoi and Frankfurt, this person should visit ->",Frankfurt,Hanoi,"{'H': 0.16427286874253552, 'Germany': 0.14395946674022503, '6': 0.050423229868598644, '7': 0.10279883075544778, '10': 0.11083205959459168}",H,False
15,"Someone is looking for a city with cold weather. Between Durban and Minneapolis, this person should visit ->",Minneapolis,Durban,"{'3': 0.06017214749057155, '5': 0.2543836801315993, '0': 0.15658781627760382, '6': 0.07130220688051556, '7': 0.20178598972680323}",5,False
16,"Someone is looking for a city with cold weather. Between Tabora and Almaty, this person should visit ->",Almaty,Tabora,"{'1': 0.04216890828443375, '2': 0.02369450770742952, '5': 0.009482882004528926, '0': 0.8900461621649158, '7': 0.011318058856716145}",0,False
17,"Someone is looking for a city with cold weather. Between Djibouti and Addis Ababa, this person should visit ->",Addis Ababa,Djibouti,"{'Dj': 0.5667598273003825, 'Add': 0.12108060477535956, '2': 0.02393242607606234, '3': 0.026665598234107666, '0': 0.11588241103374683}",Dj,False
18,"Someone is looking for a city with cold weather. Between La Ceiba and Sapporo, this person should visit ->",Sapporo,La Ceiba,"{'Sapp': 0.030494946427459264, '1': 0.0157051797603257, '2': 0.029877481781400345, '0': 0.8185989725952956, '7': 0.009051528866621647}",0,True
19,"Someone is looking for a city with cold weather. Between Phnom Penh and Novosibirsk, this person should visit ->",Novosibirsk,Phnom Penh,"{'Russia': 0.06009202149983736, '1': 0.1442840576358202, 'Siberia': 0.06550424691800681, 'Nov': 0.23528058460950588, '0': 0.3470201262488873}",0,True
20,"Someone is looking for a city with cold weather. Between Sokoto and Christchurch, this person should visit ->",Christchurch,Sokoto,"{'1': 0.0050900328225621265, 'Canterbury': 0.003346022339367546, 'Dun': 0.0042415368957664425, '0': 0.8389880967844655, 'New': 0.11300662880490883}",0,False
21,"Someone is looking for a city with cold weather. Between Panama City and Zagreb, this person should visit ->",Zagreb,Panama City,"{'12': 0.06970327327358926, 'Z': 0.18609445715619102, '15': 0.17824786452213007, '0': 0.06685837518736694, '10': 0.16111773628181755}",Z,True
22,"Someone is looking for a city with cold weather. Between Chicago and Ulaanbaatar, this person should visit ->",Ulaanbaatar,Chicago,"{'1': 0.058908045601773824, 'U': 0.18213640401678466, '5': 0.16857159892604795, '0': 0.28260463714562595, '6': 0.04406839588684653}",0,True
23,"Someone is looking for a city with cold weather. Between Villahermosa and Ulaanbaatar, this person should visit ->",Ulaanbaatar,Villahermosa,"{'1': 0.10279153229756245, '2': 0.015492302365421326, 'Mongolia': 0.10867277241433927, 'U': 0.11685356608239555, '0': 0.5513698670297769}",0,True
24,"Someone is looking for a city with cold weather. Between Surabaya and Zürich, this person should visit ->",Zürich,Surabaya,"{'Z': 0.1804064532676123, 'Switzerland': 0.017300890583298683, '1': 0.027216265175723862, '5': 0.05409299413198065, '0': 0.6367911768481355}",0,True
25,"Someone is looking for a city with cold weather. Between Panama City and Suwałki, this person should visit ->",Suwałki,Panama City,"{'2': 0.006844095289348141, '5': 0.017758619061276296, '0': 0.9139461921444965, '6': 0.00889044388394807, '7': 0.022661217404543643}",0,False
26,"Someone is looking for a city with cold weather. Between Belize City and Bishkek, this person should visit ->",Bishkek,Belize City,"{'1': 0.04808983763364958, '2': 0.014973804069092005, '3': 0.012621810113789515, '5': 0.015778169051276807, '0': 0.8210035299214794}",0,False
27,"Someone is looking for a city with cold weather. Between Cayenne and Nur-Sultan, this person should visit ->",Nur-Sultan,Cayenne,"{'27': 0.036874552499594766, '1': 0.10637888191675389, '2': 0.056082637855262324, '0': 0.33602897083926214, '7': 0.03162855269696399}",0,False
28,"Someone is looking for a city with cold weather. Between Antofagasta and Calgary, this person should visit ->",Calgary,Antofagasta,"{'Chile': 0.19219609500578072, '2': 0.008967267283462078, 'Ant': 0.547048672343722, 'has': 0.003897215325430418, '0': 0.17902507484842278}",Ant,False
29,"Someone is looking for a city with cold weather. Between Kano and Oslo, this person should visit ->",Oslo,Kano,"{'2': 0.03309746121479884, 'Oslo': 0.22082074835387655, 'K': 0.03239303009015023, '5': 0.10693563153264604, '0': 0.3770589793013566}",0,True
30,"Someone is looking for a city with cold weather. Between San Juan and Copenhagen, this person should visit ->",Copenhagen,San Juan,"{'Denmark': 0.15383518145308048, 'San': 0.07898076003796155, 'Copenhagen': 0.06472810385464457, '5': 0.02727928107254091, '0': 0.401164303973304}",0,False
31,"Someone is looking for a city with cold weather. Between Darwin and Addis Ababa, this person should visit ->",Addis Ababa,Darwin,"{'15': 0.015939403944728512, 'Add': 0.1084301166163159, '2': 0.01896360240384914, '5': 0.030338015982446585, '0': 0.7307355130181166}",0,True
32,"Someone is looking for a city with cold weather. Between Cabo San Lucas and Saskatoon, this person should visit ->",Saskatoon,Cabo San Lucas,"{'Cab': 0.07466303166785968, 'Sask': 0.5487848327882616, 'Saskatchewan': 0.19006632286900735, 'Canada': 0.11820569430515611, '0': 0.009754706426785975}",Sask,True
33,"Someone is looking for a city with cold weather. Between Baltimore and Murmansk, this person should visit ->",Murmansk,Baltimore,"{'1': 0.005045073784555326, 'Mur': 0.00869417167703167, '5': 0.0128647058226045, '0': 0.9415427364880777, '6': 0.0021744302560458423}",0,True
34,"Someone is looking for a city with cold weather. Between Villahermosa and Moscow, this person should visit ->",Moscow,Villahermosa,"{'1': 0.1307544685932104, '2': 0.05466547165688559, '5': 0.043753559915136346, '0': 0.6415144563182005, '7': 0.02374300543209111}",0,False
35,"Someone is looking for a city with cold weather. Between Ho Chi Minh City and Bogotá, this person should visit ->",Bogotá,Ho Chi Minh City,"{'12': 0.09668455597318297, '15': 0.06368666366119004, '14': 0.059594678250292236, '13': 0.16066762321452396, '23': 0.12040671201841563}",13,False
36,"Someone is looking for a city with cold weather. Between San Juan and Boise, this person should visit ->",Boise,San Juan,"{'Idaho': 0.4148359658087245, 'City': 0.05862898969689735, 'San': 0.030720186492551954, 'Boise': 0.3705983416172138, 'ID': 0.02053661270918765}",Idaho,True
37,"Someone is looking for a city with cold weather. Between Upington and Vladivostok, this person should visit ->",Vladivostok,Upington,"{'1': 0.0025364403953791015, '2': 0.0011630260578251615, '3': 0.00047203552989994845, '5': 0.00047658488882616886, '0': 0.9931128789745611}",0,False
38,"Someone is looking for a city with cold weather. Between Cayenne and Ankara, this person should visit ->",Ankara,Cayenne,"{'12': 0.17457317225296845, '13': 0.1552998678129663, '5': 0.08661719729895125, '6': 0.09782510867245012, '7': 0.1326415900441514}",12,False
39,"Someone is looking for a city with cold weather. Between Thiès and Halifax, this person should visit ->",Halifax,Thiès,"{'Mon': 0.1451056182490145, 'Halifax': 0.39038599443385535, '5': 0.036803188262210525, '0': 0.06675340311534127, '6': 0.06886694288899023}",Halifax,True
40,"Someone is looking for a city with cold weather. Between Toliara and Milan, this person should visit ->",Milan,Toliara,"{'24': 0.003474812354946166, 'T': 0.4505767500832288, 'S': 0.003470644386855735, '0': 0.4728443095306642, 'Mah': 0.0068853314987086965}",0,False
41,"Someone is looking for a city with cold weather. Between Minneapolis and Fairbanks, this person should visit ->",Fairbanks,Minneapolis,"{'Minneapolis': 0.034467997297868036, '-': 0.15790619891575022, '0': 0.34946023521155634, 'Fair': 0.1463989719030111, '−': 0.10723899898515789}",0,True
42,"Someone is looking for a city with cold weather. Between Alexandria and Kuopio, this person should visit ->",Kuopio,Alexandria,"{'2': 0.002395548633074912, '-': 0.4071317890230238, '5': 0.002566585147523809, '0': 0.5605718250930002, '−': 0.020643429380799497}",0,False
43,"Someone is looking for a city with cold weather. Between Podgorica and Yakutsk, this person should visit ->",Yakutsk,Podgorica,"{'1': 0.006199317956490303, '-': 0.007865886769528815, '5': 0.00974043793317669, '0': 0.9444157373962457, '6': 0.008299221199230832}",0,False
44,"Someone is looking for a city with cold weather. Between Lagos and Neuquén, this person should visit ->",Neuquén,Lagos,"{'15': 0.11493098054113972, '16': 0.05771370569303248, '14': 0.18318076990849436, '13': 0.3715327918293973, '17': 0.07903121325932075}",13,False
