,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"I don't like cheap restaurants. Between Falafel Hut Village and The Duke of Devon, I should go to ->",The Duke of Devon,Falafel Hut Village,"{'Shell': 4.149782141939318e-09, 'the': 1.0428879543736356e-08, 'Conv': 1.607886757686204e-08, 'The': 1.0, 'he': 9.091690249529473e-09}",The,True
1,"I don't like cheap restaurants. Between Branca and Sushi World, I should go to ->",Branca,Sushi World,"{'Fl': 0.00010378937009906009, 'Brussels': 0.00020111614117218393, 'Br': 0.9892483738886114, 'B': 0.008180576942391164, 'r': 0.0019081959730277548}",Br,True
2,"I don't like cheap restaurants. Between Thai 4 You Restaurant and Evoo Ristorante, I should go to ->",Evoo Ristorante,Thai 4 You Restaurant,"{'v': 0.010329803689001963, 'Conv': 0.008885116548645917, 'R': 0.00012562604007264154, 'Ev': 0.9805135460400656, 'EV': 3.101312673628164e-05}",Ev,True
3,"I don't like cheap restaurants. Between Druxy's Famous Deli and Mövenpick Café, I should go to ->",Mövenpick Café,Druxy's Famous Deli,"{'Z': 3.225879279729613e-06, 'X': 6.9553563317834e-06, 'M': 0.9998946647281494, 'The': 3.0312726806873474e-06, '': 6.938075738553884e-05}",M,True
4,"I don't like cheap restaurants. Between Sheriff Broaster Chicken and Nutella Cafe by Pusateri's, I should go to ->",Nutella Cafe by Pusateri's,Sheriff Broaster Chicken,"{'Nut': 0.0019160898614217327, 'Sheriff': 0.08164628170820334, 'Shell': 0.0026787545838179373, 'Conv': 0.001843117219070217, 'P': 0.9059307506695182}",P,False
5,"I don't like cheap restaurants. Between Tian An Cuisine and Falafel Hut Village, I should go to ->",Tian An Cuisine,Falafel Hut Village,"{'Fl': 0.0011227004271869153, 'Gor': 0.0011015835979038006, 'Tian': 0.9903929632843058, 'Conv': 0.0013275297427691487, 'Fal': 0.003112128131974315}",Tian,True
6,"I don't like cheap restaurants. Between Lahore Grill & Fast Food and Dangerous Dan's Diner, I should go to ->",Dangerous Dan's Diner,Lahore Grill & Fast Food,"{'Dangerous': 0.9971911710623673, 'Lah': 0.001295584933123903, 'Conv': 0.000351361728373311, 'D': 0.0003809238772666828, 'dangerous': 0.00015914719965882406}",Dangerous,True
7,"I don't like cheap restaurants. Between Thai 4 You Restaurant and The Empire, I should go to ->",Thai 4 You Restaurant,The Empire,"{'THE': 5.633431938291246e-09, 'The': 1.0, 'he': 1.2602155073939465e-08, 'Th': 3.6349771939395125e-09, 'Empire': 4.359153281220341e-09}",The,False
8,"I don't like cheap restaurants. Between Piper's Pub And Grill and The Coffee Pocket, I should go to ->",Piper's Pub And Grill,The Coffee Pocket,"{'Ph': 4.266008267153893e-06, 'Gor': 1.2899796782697451e-05, 'Piper': 0.9992471816100608, 'P': 5.944969887625649e-05, 'The': 0.0006568617419875759}",Piper,True
9,"I don't like cheap restaurants. Between Buk Chang Dong Soon Tofu and Ciao Europa wine bar, I should go to ->",Ciao Europa wine bar,Buk Chang Dong Soon Tofu,"{'Brussels': 3.336794617938543e-07, 'C': 0.9999971861801588, '': 2.625519157982501e-07, 'Conv': 5.93815602072396e-07, 'R': 2.5987398409038054e-07}",C,True
