{'statement': 'You are looking for a big city to visit. Between London and Milan, you should visit London.', 'answer': 'London', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Calgary, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Douala and Reykjavík, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Hanoi, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Houston and Pretoria, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Lusaka, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Makurdi, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Gabès, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Toliara, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Harare, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Zagreb, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Barranquilla, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Ndola, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Bratislava, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Cayenne, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Chihuahua, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Manila and Managua, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Berlin and San Juan, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Córdoba, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Luanda, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Luanda'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Brisbane, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Alexandria, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Port-Gentil, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Paris and Juba, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Indianapolis, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Frankfurt, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Manila and Ankara, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Manaus, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Entebbe, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Lima and Rome, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between London and Mendoza, you should visit London.', 'answer': 'London', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bucharest, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Canberra, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Beirut, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Reykjavík, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Ljubljana, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Fukuoka, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Bergen, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Rangpur, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Sokoto, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Ljubljana, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Bujumbura, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Bangui, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Amsterdam, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Honolulu, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Denver, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Kathmandu, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Bishkek, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Tauranga, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Paris and Phnom Penh, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Anchorage, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Tauranga, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Sydney and San Antonio, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Florianópolis, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Asmara, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Houston and Lake Havasu City, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Nakhon Ratchasima, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Houston and Bahía Blanca, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Dodoma, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Santiago del Estero, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Manila and Baltimore, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Baltimore'}
