,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Between Domino's Pizza and Milo's Pita, the restaurant with lower price is ->",Milo's Pita,Domino's Pizza,"{'Pizza': 0.0013207233500695133, 'Milo': 0.28309051259025586, 'P': 0.7132725311306072, 'Peter': 0.0007889855907179956, 'Dom': 0.0010371884916035626}",P,True
1,"Between Bake Island and Aroma Espresso Bar, the restaurant with lower price is ->",Bake Island,Aroma Espresso Bar,"{'Starbucks': 8.697429001956004e-05, 'Cafe': 0.000785471015795742, 'bake': 0.0003585623478268905, 'A': 0.9656882803448621, 'Bake': 0.03278539949639797}",A,False
2,"Between Shawarma Twist and Pisco 1641, the restaurant with lower price is ->",Shawarma Twist,Pisco 1641,"{'Shaw': 0.5215347875785249, 'Hue': 4.1486354169166477e-05, 'haw': 1.3802649382342657e-05, 'P': 0.47829790901849273, 'Bib': 2.811922645817304e-05}",Shaw,True
3,"Between Hapa Toronto and Sky Dragon Chinese Restaurant, the restaurant with lower price is ->",Sky Dragon Chinese Restaurant,Hapa Toronto,"{'ky': 1.0385605324234241e-07, 'City': 2.4336099812592378e-08, 'Hue': 5.93165785018981e-08, 'H': 0.999997903306798, 'Sky': 1.8285815517427918e-06}",H,False
4,"Between Topham Corner and Top Sushi, the restaurant with lower price is ->",Top Sushi,Topham Corner,"{'Bottom': 0.00028387799703707685, 'TOP': 0.00012452899221158145, 'T': 0.952633634628184, 'Top': 0.04511377259705862, 'op': 0.0015545169883923941}",T,False
5,"Between Green Grotto and New Bilan Restaurant, the restaurant with lower price is ->",New Bilan Restaurant,Green Grotto,"{'reen': 0.0023813717304426553, 'Poor': 0.0006494116881982995, 'Green': 0.9095246032390616, 'ew': 0.001132783727472992, 'New': 0.08138254205863349}",Green,False
6,"Between Chipotle Mexican Grill and Supermodel Pizza, the restaurant with lower price is ->",Supermodel Pizza,Chipotle Mexican Grill,"{'uper': 0.013447425552383525, 'Chip': 0.22450176722601703, 'Pizza': 0.2035723314808519, 'Super': 0.523030677421385, 'hip': 0.029468646834460172}",Super,True
7,"Between Dinah's Cupboard and McDonald's, the restaurant with lower price is ->",McDonald's,Dinah's Cupboard,"{'McDonald': 0.9983233065237153, 'Din': 2.938497701799051e-05, 'Starbucks': 0.00011031352710645055, 'MacDonald': 0.0002540712038786524, 'c': 0.0010658692665694045}",McDonald,True
8,"Between Magic Oven and Falafel Hut Village, the restaurant with lower price is ->",Falafel Hut Village,Magic Oven,"{'City': 7.098954111594558e-05, 'fal': 0.0015670083295802719, 'al': 0.0013515083688487746, 'Magic': 0.040764979978978884, 'Fal': 0.9559536761641512}",Fal,True
9,"Between Lahore Grill & Fast Food and Watson's, the restaurant with lower price is ->",Lahore Grill & Fast Food,Watson's,"{'Ali': 1.4532879744490062e-06, 'Watson': 0.001377344374622681, 'Chand': 1.5013993270839455e-06, 'Lah': 0.9986013036887572, 'Hue': 1.3415403449939575e-05}",Lah,True
