{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Guangzhou, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Bahía Blanca and Kano, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Bucharest and Luanda, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Suwałki and Algiers, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Durban, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Nairobi, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Lake Havasu City and Berlin, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Hamilton and Saint Petersburg, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Piura and Mexico City, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Jakarta, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Brussels and Sydney, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Belize City and Perth, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Beijing, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Mahajanga and Minneapolis, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Cotonou and Shanghai, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Curitiba and Riyadh, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Port-Gentil and Chicago, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Halifax and Toronto, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Jakarta, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Djibouti, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Harare and Lahore, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Pontianak and Kunming, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Hanoi, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Toliara and Riyadh, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Ndola and Brisbane, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between San José and Saint Petersburg, this person should visit San José.', 'answer': 'San José', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Tucson, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Reykjavík and Cairo, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Bishkek and Kunming, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Moscow, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Río Gallegos and Riyadh, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Halifax and Lagos, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Garoua and Jakarta, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Addis Ababa, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Manila, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Thiès and Medellín, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Surabaya, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Toliara and Ho Chi Minh City, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Mumbai, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Sucre and Lagos, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Buenos Aires, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Porto Alegre and Kunming, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Rabat and Chicago, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Mendoza and Surabaya, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Lisbon and Melbourne, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Los Angeles, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Ho Chi Minh City, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Ho Chi Minh City, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Ségou and Houston, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Río Gallegos and Guangzhou, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Porto Alegre, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and San José, this person should visit San José.', 'answer': 'San José', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and London, this person should visit London.', 'answer': 'London', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Vientiane and Brasília, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Sydney, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Antsiranana and Lahore, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Lahore'}
