{'statement': 'Someone is looking for a small city to visit. Between Changsha and Kabul, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Gabès and Kuwait City, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Buenos Aires, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Niamey and Algiers, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Shanghai, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Honolulu and Guangzhou, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Santiago, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Damascus and Chicago, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Saint Petersburg, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Mendoza and Hanoi, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Viedma and Tampa, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Djibouti and Chicago, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Lviv and Manila, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Barranquilla, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Hamilton, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Djibouti and Tampa, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Mombasa and Lahore, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Denver, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Alexandria, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Bangui and Manila, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Bogotá, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Guadalajara, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Denpasar and Nairobi, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Podgorica and Mumbai, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Honolulu and Jakarta, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Muscat and Paris, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Nakhon Ratchasima and Baghdad, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Oslo and Alexandria, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Ouahigouya and Kabul, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Tauranga and Paris, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between London and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Mumbai, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Makurdi and Tampa, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Frankfurt and Beijing, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Mexicali and Surabaya, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Makassar and Bogotá, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Kampala and London, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Curitiba, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Djibouti and Rome, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Entebbe and Shanghai, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Ndola and Kano, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Palembang and Surabaya, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Malabo and Ürümqi, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Manaus and Riyadh, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Cairo, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Chihuahua and Santiago, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Kuopio and Mumbai, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Mexicali and Paris, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Florianópolis and Guangzhou, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Dodoma and Medellín, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Medellín'}
