,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"Between Mumbai and Florianópolis, the city with a smaller population is ->",Florianópolis,Mumbai,"{'Bl': 1.3685098744085513e-05, 'lor': 0.0009444035441065041, 'Flo': 1.2552621873285483e-05, 'Flor': 0.9988629103768991, 'St': 4.74895438798905e-05}",Flor,True
1,"Between Lagos and Auckland, the city with a smaller population is ->",Auckland,Lagos,"{'Hamilton': 0.007551837257202806, 'Auckland': 0.9640062895147317, 'A': 0.007251934631415904, 'Dun': 0.006304737147288186, 'New': 0.008996074171291835}",Auckland,True
2,"Between Cairo and Garoua, the city with a smaller population is ->",Garoua,Cairo,"{'Gu': 5.767908623961815e-06, 'ar': 0.0004229576509023666, 'G': 1.466471924910615e-05, 'gar': 5.5560785239039e-06, 'Gar': 0.9995415086592929}",Gar,True
3,"Between Nairobi and Garissa, the city with a smaller population is ->",Garissa,Nairobi,"{'ar': 0.00029248037136165, 'N': 0.000597485823977938, 'G': 2.2785891668512283e-05, 'gar': 1.3133596400948897e-05, 'Gar': 0.9990423790518754}",Gar,True
4,"Between Los Angeles and Denver, the city with a smaller population is ->",Denver,Los Angeles,"{'Denver': 0.9985650041925324, 'Broncos': 0.0001356205018910261, 'Nuggets': 0.0005339073157925193, 'enver': 0.00027393437159278447, 'Colorado': 0.000208709338256903}",Denver,True
5,"Between Ankara and Mombasa, the city with a smaller population is ->",Mombasa,Ankara,"{'M': 0.9999989771165232, 'N': 4.176846980259507e-07, '': 1.7010396976265784e-07, 'Lod': 4.7026291406964004e-08, 'K': 2.9002955655619576e-07}",M,True
6,"Between Guangzhou and Monterrey, the city with a smaller population is ->",Monterrey,Guangzhou,"{'Monte': 7.197816030839074e-07, 'Mon': 0.9999987377612967, 'San': 8.512288598695045e-09, 'N': 2.7703610397294095e-07, 'on': 1.977261192336233e-07}",Mon,True
7,"Between Guadalajara and Florianópolis, the city with a smaller population is ->",Florianópolis,Guadalajara,"{'Gu': 0.003609290728646663, 'lor': 0.0006503965527139659, 'Flo': 1.826550955890925e-05, 'Flor': 0.9956004900231904, 'St': 4.4389571155534196e-05}",Flor,True
8,"Between Tampa and La Ceiba, the city with a smaller population is ->",La Ceiba,Tampa,"{'a': 0.000165868375965877, 'Tampa': 0.000112422327161969, 'Ce': 0.40899125687563964, 'Conce': 4.447981798918863e-05, 'La': 0.5904894970734634}",La,True
9,"Between Guadalajara and Beirut, the city with a smaller population is ->",Beirut,Guadalajara,"{'Lebanon': 5.448779060407007e-06, 'Gu': 0.9994843481941135, 'Lebanese': 3.498234683003779e-05, 'Beirut': 0.0004575609308183668, 'u': 6.439343268429212e-06}",Gu,False
10,"Between Paris and Baku, the city with a smaller population is ->",Baku,Paris,"{'Bak': 1.651332840498432e-08, 'Azerbai': 4.817845054453721e-08, 'Azerbaijan': 2.452428237223501e-07, 'B': 0.9999995722265915, 'Bat': 1.556246217892922e-07}",B,True
11,"Between Tampa and Aden, the city with a smaller population is ->",Aden,Tampa,"{'Ad': 4.116674008988616e-06, 'Adin': 1.3274906953677594e-05, 'Aden': 0.9999722719354299, 'AD': 5.612813735675832e-07, 'Acc': 6.872168134307984e-07}",Aden,True
12,"Between Medellín and Saskatoon, the city with a smaller population is ->",Saskatoon,Medellín,"{'Med': 0.0018292979858814805, 'Winnipeg': 2.3803179185002783e-06, 'Sask': 0.995416188578337, 'Saskatchewan': 0.002746846644404962, 'St': 8.380525748062692e-07}",Sask,True
13,"Between Ankara and Albuquerque, the city with a smaller population is ->",Albuquerque,Ankara,"{'uquerque': 5.880551546662026e-06, 'Albuquerque': 0.9995141486140272, 'ABE': 0.00013034001786440687, 'AB': 2.5067860261376544e-05, 'New': 0.0002652364143676433}",Albuquerque,True
14,"Between Tampa and Malabo, the city with a smaller population is ->",Malabo,Tampa,"{'al': 0.0006198435193038499, 'M': 0.00017814637751912944, 'AL': 0.00018119459386184596, 'Mal': 0.9983056033136551, 'St': 0.0002625374025967279}",Mal,True
15,"Between Beijing and Parakou, the city with a smaller population is ->",Parakou,Beijing,"{'ar': 0.00012456498629122441, 'Par': 0.9997896434280469, 'PAR': 2.1471372966097295e-05, 'P': 8.744645393012277e-06, 'K': 2.5582475286946e-05}",Par,True
16,"Between Yaoundé and Tamanrasset, the city with a smaller population is ->",Tamanrasset,Yaoundé,"{'Tam': 8.708735113293604e-06, 'T': 0.999988721478603, 'Tata': 9.527160733542413e-08, 'Tad': 4.6199258304901533e-07, '': 1.697342101673428e-06}",T,True
17,"Between Paris and El Paso, the city with a smaller population is ->",El Paso,Paris,"{'el': 3.290824225812375e-06, 'EL': 4.255028916818432e-06, 'El': 0.999904797392056, 'Texas': 2.464735644083894e-06, 'l': 7.506050772687759e-05}",El,True
18,"Between Melbourne and Gabès, the city with a smaller population is ->",Gabès,Melbourne,"{'Gab': 0.9994919783867009, 'Gad': 4.240989259561593e-06, 'G': 0.0003596092977101017, 'Libre': 5.472642328164854e-06, 'ab': 0.00012773726764901328}",Gab,True
19,"Between Addis Ababa and Ségou, the city with a smaller population is ->",Ségou,Addis Ababa,"{'Add': 0.009863124245094952, 'S': 0.9900569136208432, 'C': 6.3489888116494395e-06, 'D': 1.0099779156996776e-05, 'dd': 2.2152925354788882e-05}",S,True
20,"Between Los Angeles and Honolulu, the city with a smaller population is ->",Honolulu,Los Angeles,"{'Hawai': 0.0007345518298749239, 'Hawaii': 0.0017611275881350577, 'Hawaiian': 0.00030339590141220603, 'Honolulu': 0.9803263279907218, 'Hon': 0.01669916267563452}",Honolulu,True
21,"Between Lima and Fairbanks, the city with a smaller population is ->",Fairbanks,Lima,"{'air': 0.00016860834799671607, 'fair': 1.590398411261333e-06, 'Fare': 3.330257575357878e-07, 'Fort': 4.965726698110869e-07, 'Fair': 0.9998251664151728}",Fair,True
