,prompt,answer,candidate,predictions,top_prediction,predicts_answer_before_candidate
0,"You are looking for an expensive restaurant. Between Mamma's Pizza and The Duke of Devon, you should go to ->",The Duke of Devon,Mamma's Pizza,"{'the': 8.967409487193836e-09, 'Mam': 2.399208369608797e-09, 'THE': 1.718964251256547e-10, 'The': 1.0, 'he': 1.0735659209523554e-08}",The,True
1,"You are looking for an expensive restaurant. Between Mövenpick Café and Mamma's Pizza, you should go to ->",Mövenpick Café,Mamma's Pizza,"{'Mam': 0.9164037970221891, 'M': 0.0834074954628963, 'Mamm': 2.076318882851879e-06, '': 0.0001789836673752799, 'Ma': 9.985765720002941e-07}",Mam,False
2,"You are looking for an expensive restaurant. Between Thompson Rooftop and Paradise Farms Prime Beef Bistro, you should go to ->",Thompson Rooftop,Paradise Farms Prime Beef Bistro,"{'Thompson': 0.9950298286800282, 'Paradise': 0.00023015697081995508, 'Thomson': 2.4490873990229792e-05, 'hompson': 0.004697433421285404, 'Th': 1.0681310777366721e-05}",Thompson,True
3,"You are looking for an expensive restaurant. Between Hapa Toronto and Piper's Pub And Grill, you should go to ->",Hapa Toronto,Piper's Pub And Grill,"{'Shell': 9.471862465878407e-06, 'Gor': 2.213328648030437e-06, 'Piper': 0.999921964768907, 'P': 4.852284174835285e-06, 'H': 5.641745282936752e-05}",Piper,False
4,"You are looking for an expensive restaurant. Between Thompson Rooftop and Kim PO Vietnamese, you should go to ->",Thompson Rooftop,Kim PO Vietnamese,"{'Thompson': 0.9976495326844852, 'Thomson': 3.5225193744356796e-05, 'Thom': 2.0806109113391998e-06, 'hompson': 0.002236866447199487, 'Kim': 7.080081825906207e-05}",Thompson,True
5,"You are looking for an expensive restaurant. Between Tortería San Cosme and Nutella Cafe by Pusateri's, you should go to ->",Nutella Cafe by Pusateri's,Tortería San Cosme,"{'Nut': 0.0011305127365631312, 'or': 0.00013488081787578287, 'Gor': 4.621606930026507e-05, 'Tor': 0.9986694315921466, 'Th': 4.798784026288086e-06}",Tor,False
6,"You are looking for an expensive restaurant. Between Modo Mio Italian Bistro and Hapa Toronto, you should go to ->",Hapa Toronto,Modo Mio Italian Bistro,"{'Fl': 2.299963986962731e-05, 'Mod': 0.9732572054748452, 'H': 0.026284438682215, 'Mods': 1.67928560015056e-05, 'od': 0.00034616961024381225}",Mod,False
7,"You are looking for an expensive restaurant. Between Verona Restaurant and Anatolia Restaurant, you should go to ->",Verona Restaurant,Anatolia Restaurant,"{'er': 0.0004210678808945542, 'Anat': 0.6921056718757033, 'Conv': 0.0005498736683667901, 'Ver': 0.3067272385807364, 'Ast': 7.62644234778556e-05}",Anat,False
8,"You are looking for an expensive restaurant. Between Shawarma Twist and The Duke of Devon, you should go to ->",The Duke of Devon,Shawarma Twist,"{'Shaw': 2.384292572340077e-05, 'the': 1.2914204594792618e-08, 'THE': 4.806301790836447e-10, 'The': 0.9999762047891105, 'he': 3.0521911543640186e-08}",The,True
9,"You are looking for an expensive restaurant. Between Mysteriously Yours Dinner Theatre and To-ne Sushi, you should go to ->",Mysteriously Yours Dinner Theatre,To-ne Sushi,"{'Myster': 0.03678419535891964, 'To': 0.9631442173360035, 'o': 4.473711892187747e-05, 'Conv': 9.606044713360157e-06, 'myster': 3.5113745059636797e-06}",To,False
