{'statement': 'You are looking for a city with cold weather. Between Managua and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and London, you should visit London.', 'answer': 'London', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Nairobi and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Lisbon and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Piura and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Piura'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Tampa and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Brasília and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Brasília'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Tripoli and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Chicago and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Chicago'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Durban and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Durban'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Ndola and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Ndola'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and London, you should visit London.', 'answer': 'London', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Belgrade and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with cold weather. Between Benghazi and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Kathmandu and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a city with cold weather. Between Tirana and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Tirana'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Mexicali'}
